Year,Status,Geography,Sex,Age group,GeoCode,Value
2015,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Both sexes,20 to 24 years,47,7
2015,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Males,20 to 24 years,47,8
2015,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Females,20 to 24 years,47,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Both sexes,15 to 19 years,47,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Females,15 to 19 years,47,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Both sexes,15 to 24 years,47,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Males,15 to 24 years,47,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Females,15 to 24 years,47,9
2015,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Both sexes,18 to 24 years,47,8
2015,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Males,18 to 24 years,47,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Females,18 to 24 years,47,10
2015,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Both sexes,20 to 24 years,47,9
2015,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Males,20 to 24 years,47,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Females,20 to 24 years,47,12
2015,"Sub-total, not in employment, education or training (NEET)",Alberta,Both sexes,15 to 19 years,48,6
2015,"Sub-total, not in employment, education or training (NEET)",Alberta,Males,15 to 19 years,48,5
2015,"Sub-total, not in employment, education or training (NEET)",Alberta,Females,15 to 19 years,48,6
2015,"Sub-total, not in employment, education or training (NEET)",Alberta,Both sexes,15 to 24 years,48,9
2015,"Sub-total, not in employment, education or training (NEET)",Alberta,Males,15 to 24 years,48,8
2015,"Sub-total, not in employment, education or training (NEET)",Alberta,Females,15 to 24 years,48,11
2015,"Sub-total, not in employment, education or training (NEET)",Alberta,Both sexes,18 to 24 years,48,12
2015,"Sub-total, not in employment, education or training (NEET)",Alberta,Males,18 to 24 years,48,10
2015,"Sub-total, not in employment, education or training (NEET)",Alberta,Females,18 to 24 years,48,13
2015,"Sub-total, not in employment, education or training (NEET)",Alberta,Both sexes,20 to 24 years,48,13
2015,"Sub-total, not in employment, education or training (NEET)",Alberta,Males,20 to 24 years,48,11
2015,"Sub-total, not in employment, education or training (NEET)",Alberta,Females,20 to 24 years,48,15
2015,"Unemployed, Not in employment, education or training (NEET)",Alberta,Both sexes,15 to 19 years,48,2
2015,"Unemployed, Not in employment, education or training (NEET)",Alberta,Males,15 to 19 years,48,2
2015,"Unemployed, Not in employment, education or training (NEET)",Alberta,Both sexes,15 to 24 years,48,4
2015,"Unemployed, Not in employment, education or training (NEET)",Alberta,Males,15 to 24 years,48,5
2015,"Unemployed, Not in employment, education or training (NEET)",Alberta,Females,15 to 24 years,48,3
2015,"Unemployed, Not in employment, education or training (NEET)",Alberta,Both sexes,18 to 24 years,48,5
2015,"Unemployed, Not in employment, education or training (NEET)",Alberta,Males,18 to 24 years,48,7
2015,"Unemployed, Not in employment, education or training (NEET)",Alberta,Females,18 to 24 years,48,4
2015,"Unemployed, Not in employment, education or training (NEET)",Alberta,Both sexes,20 to 24 years,48,6
2015,"Unemployed, Not in employment, education or training (NEET)",Alberta,Males,20 to 24 years,48,7
2015,"Unemployed, Not in employment, education or training (NEET)",Alberta,Females,20 to 24 years,48,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Both sexes,15 to 19 years,48,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Males,15 to 19 years,48,3
2015,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Both sexes,15 to 24 years,48,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Males,15 to 24 years,48,3
2015,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Females,15 to 24 years,48,8
2015,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Both sexes,18 to 24 years,48,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Males,18 to 24 years,48,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Females,18 to 24 years,48,9
2015,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Both sexes,20 to 24 years,48,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Males,20 to 24 years,48,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Females,20 to 24 years,48,10
2015,"Sub-total, not in employment, education or training (NEET)",British Columbia,Both sexes,15 to 19 years,59,9
2015,"Sub-total, not in employment, education or training (NEET)",British Columbia,Males,15 to 19 years,59,8
2015,"Sub-total, not in employment, education or training (NEET)",British Columbia,Females,15 to 19 years,59,9
2015,"Sub-total, not in employment, education or training (NEET)",British Columbia,Both sexes,15 to 24 years,59,11
2015,"Sub-total, not in employment, education or training (NEET)",British Columbia,Males,15 to 24 years,59,11
2015,"Sub-total, not in employment, education or training (NEET)",British Columbia,Females,15 to 24 years,59,11
2015,"Sub-total, not in employment, education or training (NEET)",British Columbia,Both sexes,18 to 24 years,59,13
2015,"Sub-total, not in employment, education or training (NEET)",British Columbia,Males,18 to 24 years,59,13
2015,"Sub-total, not in employment, education or training (NEET)",British Columbia,Females,18 to 24 years,59,13
2015,"Sub-total, not in employment, education or training (NEET)",British Columbia,Both sexes,20 to 24 years,59,13
2015,"Sub-total, not in employment, education or training (NEET)",British Columbia,Males,20 to 24 years,59,14
2015,"Sub-total, not in employment, education or training (NEET)",British Columbia,Females,20 to 24 years,59,13
2015,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Both sexes,15 to 19 years,59,3
2015,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Males,15 to 19 years,59,3
2015,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Both sexes,15 to 24 years,59,5
2015,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Males,15 to 24 years,59,5
2015,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Females,15 to 24 years,59,4
2015,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Both sexes,18 to 24 years,59,6
2015,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Males,18 to 24 years,59,7
2015,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Females,18 to 24 years,59,5
2015,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Both sexes,20 to 24 years,59,6
2015,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Males,20 to 24 years,59,8
2015,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Females,20 to 24 years,59,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Both sexes,15 to 19 years,59,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Males,15 to 19 years,59,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Females,15 to 19 years,59,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Both sexes,15 to 24 years,59,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Males,15 to 24 years,59,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Females,15 to 24 years,59,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Both sexes,18 to 24 years,59,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Males,18 to 24 years,59,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Females,18 to 24 years,59,8
2015,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Both sexes,20 to 24 years,59,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Males,20 to 24 years,59,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Females,20 to 24 years,59,8
2015,"Sub-total, not in employment, education or training (NEET)",Yukon,Both sexes,15 to 24 years,60,11
2015,"Sub-total, not in employment, education or training (NEET)",Yukon,Males,15 to 24 years,60,12
2015,"Sub-total, not in employment, education or training (NEET)",Yukon,Both sexes,18 to 24 years,60,14
2015,"Sub-total, not in employment, education or training (NEET)",Yukon,Males,18 to 24 years,60,14
2015,"Sub-total, not in employment, education or training (NEET)",Yukon,Both sexes,20 to 24 years,60,14
2015,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Both sexes,15 to 19 years,61,13
2015,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Males,15 to 19 years,61,18
2015,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Both sexes,15 to 24 years,61,17
2015,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Males,15 to 24 years,61,22
2015,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Females,15 to 24 years,61,12
2015,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Both sexes,18 to 24 years,61,22
2015,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Males,18 to 24 years,61,28
2015,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Females,18 to 24 years,61,15
2015,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Both sexes,20 to 24 years,61,21
2015,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Males,20 to 24 years,61,26
2015,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Females,20 to 24 years,61,16
2015,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Both sexes,15 to 24 years,61,7
2015,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Males,15 to 24 years,61,12
2015,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Both sexes,18 to 24 years,61,9
2015,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Males,18 to 24 years,61,15
2015,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Both sexes,20 to 24 years,61,10
2015,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Both sexes,15 to 24 years,61,10
2015,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Males,15 to 24 years,61,10
2015,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Both sexes,18 to 24 years,61,13
2015,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Males,18 to 24 years,61,13
2015,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Both sexes,20 to 24 years,61,11
2015,"Sub-total, not in employment, education or training (NEET)",Nunavut,Both sexes,15 to 19 years,62,29
