Year,Distance-capacity public transit service area,Geography,Location,Gender,Demographic and socio-economic,GeoCode,Value
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,Men+,15 to 64 years,539,69.4
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,Men+,15 to 19 years,539,67.6
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,Men+,20 to 24 years,539,71.3
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,Men+,65 years and over,539,64.4
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,Women+,Total - Age groups of the population - 100% data,539,68.1
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,Women+,0 to 14 years,539,66.3
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,Women+,15 to 64 years,539,68.9
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,Women+,15 to 19 years,539,66.5
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,Women+,20 to 24 years,539,70.9
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,Women+,65 years and over,539,67.1
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,"Total, gender",Total - Age groups of the population - 100% data,539,2.6
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,"Total, gender",0 to 14 years,539,2.6
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,"Total, gender",15 to 64 years,539,2.6
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,"Total, gender",15 to 19 years,539,2.9
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,"Total, gender",20 to 24 years,539,2.4
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,"Total, gender",65 years and over,539,2.5
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,Men+,Total - Age groups of the population - 100% data,539,2.5
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,Men+,0 to 14 years,539,2.6
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,Men+,15 to 64 years,539,2.6
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,Men+,15 to 19 years,539,2.3
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,Men+,20 to 24 years,539,2.7
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,Men+,65 years and over,539,2.3
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,Women+,Total - Age groups of the population - 100% data,539,2.7
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,Women+,0 to 14 years,539,2.5
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,Women+,15 to 64 years,539,2.7
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,Women+,15 to 19 years,539,3.6
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,Women+,20 to 24 years,539,2.5
2024,500 metres from low-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,Women+,65 years and over,539,2.7
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario","Total, location","Total, gender",Total - Age groups of the population - 100% data,539,1.2
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario","Total, location","Total, gender",0 to 14 years,539,1.0
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario","Total, location","Total, gender",15 to 64 years,539,1.3
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario","Total, location","Total, gender",15 to 19 years,539,1.0
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario","Total, location","Total, gender",20 to 24 years,539,1.4
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario","Total, location","Total, gender",65 years and over,539,0.9
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario","Total, location",Men+,Total - Age groups of the population - 100% data,539,1.2
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario","Total, location",Men+,0 to 14 years,539,1.1
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario","Total, location",Men+,15 to 64 years,539,1.4
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario","Total, location",Men+,15 to 19 years,539,1.0
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario","Total, location",Men+,20 to 24 years,539,1.4
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario","Total, location",Men+,65 years and over,539,0.9
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario","Total, location",Women+,Total - Age groups of the population - 100% data,539,1.1
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario","Total, location",Women+,0 to 14 years,539,0.9
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario","Total, location",Women+,15 to 64 years,539,1.2
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario","Total, location",Women+,15 to 19 years,539,0.9
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario","Total, location",Women+,20 to 24 years,539,1.4
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario","Total, location",Women+,65 years and over,539,0.8
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,"Total, gender",Total - Age groups of the population - 100% data,539,1.3
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,"Total, gender",0 to 14 years,539,1.1
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,"Total, gender",15 to 64 years,539,1.5
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,"Total, gender",15 to 19 years,539,1.1
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,"Total, gender",20 to 24 years,539,1.6
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,"Total, gender",65 years and over,539,1.0
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,Men+,Total - Age groups of the population - 100% data,539,1.4
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,Men+,0 to 14 years,539,1.3
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,Men+,15 to 64 years,539,1.5
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,Men+,15 to 19 years,539,1.1
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,Men+,20 to 24 years,539,1.6
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,Men+,65 years and over,539,1.0
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,Women+,Total - Age groups of the population - 100% data,539,1.2
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,Women+,0 to 14 years,539,1.0
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,Women+,15 to 64 years,539,1.4
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,Women+,15 to 19 years,539,1.0
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,Women+,20 to 24 years,539,1.6
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Urban,Women+,65 years and over,539,1.0
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,"Total, gender",Total - Age groups of the population - 100% data,539,
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,"Total, gender",0 to 14 years,539,
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,"Total, gender",15 to 64 years,539,
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,"Total, gender",15 to 19 years,539,
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,"Total, gender",20 to 24 years,539,
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,"Total, gender",65 years and over,539,
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,Men+,Total - Age groups of the population - 100% data,539,
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,Men+,0 to 14 years,539,
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,Men+,15 to 64 years,539,
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,Men+,15 to 19 years,539,
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,Men+,20 to 24 years,539,
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,Men+,65 years and over,539,
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,Women+,Total - Age groups of the population - 100% data,539,
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,Women+,0 to 14 years,539,
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,Women+,15 to 64 years,539,
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,Women+,15 to 19 years,539,
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,Women+,20 to 24 years,539,
2024,1000 metres from high-capacity public transit stops only,"St. Catharines - Niagara, Ontario",Rural,Women+,65 years and over,539,
2024,500 metres from all public transit stops,"Thunder Bay, Ontario","Total, location","Total, gender",Total - Age groups of the population - 100% data,595,74.9
2024,500 metres from all public transit stops,"Thunder Bay, Ontario","Total, location","Total, gender",0 to 14 years,595,72.1
2024,500 metres from all public transit stops,"Thunder Bay, Ontario","Total, location","Total, gender",15 to 64 years,595,75.1
2024,500 metres from all public transit stops,"Thunder Bay, Ontario","Total, location","Total, gender",15 to 19 years,595,72.2
2024,500 metres from all public transit stops,"Thunder Bay, Ontario","Total, location","Total, gender",20 to 24 years,595,79.9
2024,500 metres from all public transit stops,"Thunder Bay, Ontario","Total, location","Total, gender",65 years and over,595,76.2
2024,500 metres from all public transit stops,"Thunder Bay, Ontario","Total, location",Men+,Total - Age groups of the population - 100% data,595,74.3
2024,500 metres from all public transit stops,"Thunder Bay, Ontario","Total, location",Men+,0 to 14 years,595,71.9
2024,500 metres from all public transit stops,"Thunder Bay, Ontario","Total, location",Men+,15 to 64 years,595,75.2
2024,500 metres from all public transit stops,"Thunder Bay, Ontario","Total, location",Men+,15 to 19 years,595,71.5
2024,500 metres from all public transit stops,"Thunder Bay, Ontario","Total, location",Men+,20 to 24 years,595,80.4
2024,500 metres from all public transit stops,"Thunder Bay, Ontario","Total, location",Men+,65 years and over,595,73.1
2024,500 metres from all public transit stops,"Thunder Bay, Ontario","Total, location",Women+,Total - Age groups of the population - 100% data,595,75.6
2024,500 metres from all public transit stops,"Thunder Bay, Ontario","Total, location",Women+,0 to 14 years,595,72.3
2024,500 metres from all public transit stops,"Thunder Bay, Ontario","Total, location",Women+,15 to 64 years,595,75.1
2024,500 metres from all public transit stops,"Thunder Bay, Ontario","Total, location",Women+,15 to 19 years,595,72.8
2024,500 metres from all public transit stops,"Thunder Bay, Ontario","Total, location",Women+,20 to 24 years,595,79.3
2024,500 metres from all public transit stops,"Thunder Bay, Ontario","Total, location",Women+,65 years and over,595,78.9
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Urban,"Total, gender",Total - Age groups of the population - 100% data,595,94.0
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Urban,"Total, gender",0 to 14 years,595,92.7
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Urban,"Total, gender",15 to 64 years,595,94.1
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Urban,"Total, gender",15 to 19 years,595,92.2
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Urban,"Total, gender",20 to 24 years,595,94.9
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Urban,"Total, gender",65 years and over,595,94.5
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Urban,Men+,Total - Age groups of the population - 100% data,595,94.0
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Urban,Men+,0 to 14 years,595,93.0
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Urban,Men+,15 to 64 years,595,94.3
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Urban,Men+,15 to 19 years,595,92.4
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Urban,Men+,20 to 24 years,595,95.3
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Urban,Men+,65 years and over,595,93.9
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Urban,Women+,Total - Age groups of the population - 100% data,595,94.0
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Urban,Women+,0 to 14 years,595,92.4
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Urban,Women+,15 to 64 years,595,94.0
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Urban,Women+,15 to 19 years,595,92.0
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Urban,Women+,20 to 24 years,595,94.6
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Urban,Women+,65 years and over,595,95.0
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Rural,"Total, gender",Total - Age groups of the population - 100% data,595,9.9
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Rural,"Total, gender",0 to 14 years,595,10.2
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Rural,"Total, gender",15 to 64 years,595,9.8
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Rural,"Total, gender",15 to 19 years,595,10.6
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Rural,"Total, gender",20 to 24 years,595,10.9
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Rural,"Total, gender",65 years and over,595,10.1
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Rural,Men+,Total - Age groups of the population - 100% data,595,9.6
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Rural,Men+,0 to 14 years,595,10.4
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Rural,Men+,15 to 64 years,595,9.5
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Rural,Men+,15 to 19 years,595,8.9
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Rural,Men+,20 to 24 years,595,10.7
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Rural,Men+,65 years and over,595,9.4
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Rural,Women+,Total - Age groups of the population - 100% data,595,10.3
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Rural,Women+,0 to 14 years,595,10.0
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Rural,Women+,15 to 64 years,595,10.1
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Rural,Women+,15 to 19 years,595,13.2
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Rural,Women+,20 to 24 years,595,10.4
2024,500 metres from all public transit stops,"Thunder Bay, Ontario",Rural,Women+,65 years and over,595,10.9
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario","Total, location","Total, gender",Total - Age groups of the population - 100% data,595,74.9
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario","Total, location","Total, gender",0 to 14 years,595,72.1
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario","Total, location","Total, gender",15 to 64 years,595,75.1
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario","Total, location","Total, gender",15 to 19 years,595,72.2
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario","Total, location","Total, gender",20 to 24 years,595,79.9
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario","Total, location","Total, gender",65 years and over,595,76.2
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario","Total, location",Men+,Total - Age groups of the population - 100% data,595,74.2
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario","Total, location",Men+,0 to 14 years,595,71.9
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario","Total, location",Men+,15 to 64 years,595,75.1
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario","Total, location",Men+,15 to 19 years,595,71.5
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario","Total, location",Men+,20 to 24 years,595,80.5
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario","Total, location",Men+,65 years and over,595,73.1
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario","Total, location",Women+,Total - Age groups of the population - 100% data,595,75.6
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario","Total, location",Women+,0 to 14 years,595,72.3
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario","Total, location",Women+,15 to 64 years,595,75.0
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario","Total, location",Women+,15 to 19 years,595,73.0
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario","Total, location",Women+,20 to 24 years,595,79.3
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario","Total, location",Women+,65 years and over,595,78.9
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Urban,"Total, gender",Total - Age groups of the population - 100% data,595,94.0
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Urban,"Total, gender",0 to 14 years,595,92.7
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Urban,"Total, gender",15 to 64 years,595,94.1
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Urban,"Total, gender",15 to 19 years,595,92.3
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Urban,"Total, gender",20 to 24 years,595,94.8
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Urban,"Total, gender",65 years and over,595,94.5
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Urban,Men+,Total - Age groups of the population - 100% data,595,94.0
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Urban,Men+,0 to 14 years,595,92.9
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Urban,Men+,15 to 64 years,595,94.3
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Urban,Men+,15 to 19 years,595,92.4
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Urban,Men+,20 to 24 years,595,95.3
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Urban,Men+,65 years and over,595,93.9
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Urban,Women+,Total - Age groups of the population - 100% data,595,94.0
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Urban,Women+,0 to 14 years,595,92.3
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Urban,Women+,15 to 64 years,595,94.0
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Urban,Women+,15 to 19 years,595,92.0
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Urban,Women+,20 to 24 years,595,94.6
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Urban,Women+,65 years and over,595,95.0
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Rural,"Total, gender",Total - Age groups of the population - 100% data,595,9.9
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Rural,"Total, gender",0 to 14 years,595,10.2
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Rural,"Total, gender",15 to 64 years,595,9.8
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Rural,"Total, gender",15 to 19 years,595,10.6
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Rural,"Total, gender",20 to 24 years,595,10.6
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Rural,"Total, gender",65 years and over,595,10.0
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Rural,Men+,Total - Age groups of the population - 100% data,595,9.6
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Rural,Men+,0 to 14 years,595,10.4
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Rural,Men+,15 to 64 years,595,9.5
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Rural,Men+,15 to 19 years,595,8.9
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Rural,Men+,20 to 24 years,595,11.3
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Rural,Men+,65 years and over,595,9.4
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Rural,Women+,Total - Age groups of the population - 100% data,595,10.3
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Rural,Women+,0 to 14 years,595,10.0
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Rural,Women+,15 to 64 years,595,10.1
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Rural,Women+,15 to 19 years,595,12.5
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Rural,Women+,20 to 24 years,595,9.6
2024,500 metres from low-capacity public transit stops only,"Thunder Bay, Ontario",Rural,Women+,65 years and over,595,10.9
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario","Total, location","Total, gender",Total - Age groups of the population - 100% data,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario","Total, location","Total, gender",0 to 14 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario","Total, location","Total, gender",15 to 64 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario","Total, location","Total, gender",15 to 19 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario","Total, location","Total, gender",20 to 24 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario","Total, location","Total, gender",65 years and over,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario","Total, location",Men+,Total - Age groups of the population - 100% data,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario","Total, location",Men+,0 to 14 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario","Total, location",Men+,15 to 64 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario","Total, location",Men+,15 to 19 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario","Total, location",Men+,20 to 24 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario","Total, location",Men+,65 years and over,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario","Total, location",Women+,Total - Age groups of the population - 100% data,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario","Total, location",Women+,0 to 14 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario","Total, location",Women+,15 to 64 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario","Total, location",Women+,15 to 19 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario","Total, location",Women+,20 to 24 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario","Total, location",Women+,65 years and over,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Urban,"Total, gender",Total - Age groups of the population - 100% data,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Urban,"Total, gender",0 to 14 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Urban,"Total, gender",15 to 64 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Urban,"Total, gender",15 to 19 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Urban,"Total, gender",20 to 24 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Urban,"Total, gender",65 years and over,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Urban,Men+,Total - Age groups of the population - 100% data,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Urban,Men+,0 to 14 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Urban,Men+,15 to 64 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Urban,Men+,15 to 19 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Urban,Men+,20 to 24 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Urban,Men+,65 years and over,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Urban,Women+,Total - Age groups of the population - 100% data,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Urban,Women+,0 to 14 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Urban,Women+,15 to 64 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Urban,Women+,15 to 19 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Urban,Women+,20 to 24 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Urban,Women+,65 years and over,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Rural,"Total, gender",Total - Age groups of the population - 100% data,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Rural,"Total, gender",0 to 14 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Rural,"Total, gender",15 to 64 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Rural,"Total, gender",15 to 19 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Rural,"Total, gender",20 to 24 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Rural,"Total, gender",65 years and over,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Rural,Men+,Total - Age groups of the population - 100% data,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Rural,Men+,0 to 14 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Rural,Men+,15 to 64 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Rural,Men+,15 to 19 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Rural,Men+,20 to 24 years,595,0.0
2024,1000 metres from high-capacity public transit stops only,"Thunder Bay, Ontario",Rural,Men+,65 years and over,595,0.0
