Year,Distance-capacity public transit service area,Geography,Location,Gender,Demographic and socio-economic,GeoCode,Value
2023,500 metres from all public transit stops,"Red Deer, Alberta",Urban,Women+,15 to 19 years,830,92.7
2023,500 metres from all public transit stops,"Red Deer, Alberta",Urban,Women+,20 to 24 years,830,95.1
2023,500 metres from all public transit stops,"Red Deer, Alberta",Urban,Women+,65 years and over,830,93.9
2023,500 metres from all public transit stops,"Red Deer, Alberta",Rural,"Total, gender",Total - Age groups of the population - 100% data,830,34.3
2023,500 metres from all public transit stops,"Red Deer, Alberta",Rural,"Total, gender",0 to 14 years,830,34.3
2023,500 metres from all public transit stops,"Red Deer, Alberta",Rural,"Total, gender",15 to 64 years,830,36.2
2023,500 metres from all public transit stops,"Red Deer, Alberta",Rural,"Total, gender",15 to 19 years,830,33.3
2023,500 metres from all public transit stops,"Red Deer, Alberta",Rural,"Total, gender",20 to 24 years,830,46.7
2023,500 metres from all public transit stops,"Red Deer, Alberta",Rural,"Total, gender",65 years and over,830,25.0
2023,500 metres from all public transit stops,"Red Deer, Alberta",Rural,Men+,Total - Age groups of the population - 100% data,830,31.6
2023,500 metres from all public transit stops,"Red Deer, Alberta",Rural,Men+,0 to 14 years,830,33.3
2023,500 metres from all public transit stops,"Red Deer, Alberta",Rural,Men+,15 to 64 years,830,32.3
2023,500 metres from all public transit stops,"Red Deer, Alberta",Rural,Men+,15 to 19 years,830,40.0
2023,500 metres from all public transit stops,"Red Deer, Alberta",Rural,Men+,20 to 24 years,830,57.1
2023,500 metres from all public transit stops,"Red Deer, Alberta",Rural,Men+,65 years and over,830,25.0
2023,500 metres from all public transit stops,"Red Deer, Alberta",Rural,Women+,Total - Age groups of the population - 100% data,830,36.9
2023,500 metres from all public transit stops,"Red Deer, Alberta",Rural,Women+,0 to 14 years,830,35.3
2023,500 metres from all public transit stops,"Red Deer, Alberta",Rural,Women+,15 to 64 years,830,39.7
2023,500 metres from all public transit stops,"Red Deer, Alberta",Rural,Women+,15 to 19 years,830,20.0
2023,500 metres from all public transit stops,"Red Deer, Alberta",Rural,Women+,20 to 24 years,830,57.1
2023,500 metres from all public transit stops,"Red Deer, Alberta",Rural,Women+,65 years and over,830,25.0
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta","Total, location","Total, gender",Total - Age groups of the population - 100% data,830,93.6
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta","Total, location","Total, gender",0 to 14 years,830,93.8
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta","Total, location","Total, gender",15 to 64 years,830,93.6
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta","Total, location","Total, gender",15 to 19 years,830,92.5
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta","Total, location","Total, gender",20 to 24 years,830,94.1
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta","Total, location","Total, gender",65 years and over,830,93.1
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta","Total, location",Men+,Total - Age groups of the population - 100% data,830,93.6
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta","Total, location",Men+,0 to 14 years,830,94.0
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta","Total, location",Men+,15 to 64 years,830,93.6
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta","Total, location",Men+,15 to 19 years,830,92.4
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta","Total, location",Men+,20 to 24 years,830,93.7
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta","Total, location",Men+,65 years and over,830,92.8
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta","Total, location",Women+,Total - Age groups of the population - 100% data,830,93.6
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta","Total, location",Women+,0 to 14 years,830,93.6
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta","Total, location",Women+,15 to 64 years,830,93.6
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta","Total, location",Women+,15 to 19 years,830,92.4
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta","Total, location",Women+,20 to 24 years,830,94.3
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta","Total, location",Women+,65 years and over,830,93.4
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Urban,"Total, gender",Total - Age groups of the population - 100% data,830,94.2
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Urban,"Total, gender",0 to 14 years,830,94.5
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Urban,"Total, gender",15 to 64 years,830,94.2
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Urban,"Total, gender",15 to 19 years,830,92.9
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Urban,"Total, gender",20 to 24 years,830,94.6
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Urban,"Total, gender",65 years and over,830,93.7
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Urban,Men+,Total - Age groups of the population - 100% data,830,94.2
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Urban,Men+,0 to 14 years,830,94.7
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Urban,Men+,15 to 64 years,830,94.2
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Urban,Men+,15 to 19 years,830,93.0
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Urban,Men+,20 to 24 years,830,94.2
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Urban,Men+,65 years and over,830,93.4
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Urban,Women+,Total - Age groups of the population - 100% data,830,94.1
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Urban,Women+,0 to 14 years,830,94.2
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Urban,Women+,15 to 64 years,830,94.2
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Urban,Women+,15 to 19 years,830,92.8
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Urban,Women+,20 to 24 years,830,94.9
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Urban,Women+,65 years and over,830,93.9
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Rural,"Total, gender",Total - Age groups of the population - 100% data,830,34.3
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Rural,"Total, gender",0 to 14 years,830,34.3
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Rural,"Total, gender",15 to 64 years,830,36.2
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Rural,"Total, gender",15 to 19 years,830,33.3
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Rural,"Total, gender",20 to 24 years,830,46.7
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Rural,"Total, gender",65 years and over,830,25.0
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Rural,Men+,Total - Age groups of the population - 100% data,830,31.6
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Rural,Men+,0 to 14 years,830,33.3
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Rural,Men+,15 to 64 years,830,32.3
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Rural,Men+,15 to 19 years,830,40.0
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Rural,Men+,20 to 24 years,830,42.9
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Rural,Men+,65 years and over,830,25.0
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Rural,Women+,Total - Age groups of the population - 100% data,830,36.9
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Rural,Women+,0 to 14 years,830,35.3
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Rural,Women+,15 to 64 years,830,39.7
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Rural,Women+,15 to 19 years,830,40.0
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Rural,Women+,20 to 24 years,830,57.1
2023,500 metres from low-capacity public transit stops only,"Red Deer, Alberta",Rural,Women+,65 years and over,830,25.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta","Total, location","Total, gender",Total - Age groups of the population - 100% data,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta","Total, location","Total, gender",0 to 14 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta","Total, location","Total, gender",15 to 64 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta","Total, location","Total, gender",15 to 19 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta","Total, location","Total, gender",20 to 24 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta","Total, location","Total, gender",65 years and over,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta","Total, location",Men+,Total - Age groups of the population - 100% data,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta","Total, location",Men+,0 to 14 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta","Total, location",Men+,15 to 64 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta","Total, location",Men+,15 to 19 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta","Total, location",Men+,20 to 24 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta","Total, location",Men+,65 years and over,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta","Total, location",Women+,Total - Age groups of the population - 100% data,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta","Total, location",Women+,0 to 14 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta","Total, location",Women+,15 to 64 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta","Total, location",Women+,15 to 19 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta","Total, location",Women+,20 to 24 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta","Total, location",Women+,65 years and over,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Urban,"Total, gender",Total - Age groups of the population - 100% data,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Urban,"Total, gender",0 to 14 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Urban,"Total, gender",15 to 64 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Urban,"Total, gender",15 to 19 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Urban,"Total, gender",20 to 24 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Urban,"Total, gender",65 years and over,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Urban,Men+,Total - Age groups of the population - 100% data,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Urban,Men+,0 to 14 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Urban,Men+,15 to 64 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Urban,Men+,15 to 19 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Urban,Men+,20 to 24 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Urban,Men+,65 years and over,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Urban,Women+,Total - Age groups of the population - 100% data,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Urban,Women+,0 to 14 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Urban,Women+,15 to 64 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Urban,Women+,15 to 19 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Urban,Women+,20 to 24 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Urban,Women+,65 years and over,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Rural,"Total, gender",Total - Age groups of the population - 100% data,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Rural,"Total, gender",0 to 14 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Rural,"Total, gender",15 to 64 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Rural,"Total, gender",15 to 19 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Rural,"Total, gender",20 to 24 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Rural,"Total, gender",65 years and over,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Rural,Men+,Total - Age groups of the population - 100% data,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Rural,Men+,0 to 14 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Rural,Men+,15 to 64 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Rural,Men+,15 to 19 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Rural,Men+,20 to 24 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Rural,Men+,65 years and over,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Rural,Women+,Total - Age groups of the population - 100% data,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Rural,Women+,0 to 14 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Rural,Women+,15 to 64 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Rural,Women+,15 to 19 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Rural,Women+,20 to 24 years,830,0.0
2023,1000 metres from high-capacity public transit stops only,"Red Deer, Alberta",Rural,Women+,65 years and over,830,0.0
2023,500 metres from all public transit stops,British Columbia,"Total, location","Total, gender",Total - Age groups of the population - 100% data,59,76.0
2023,500 metres from all public transit stops,British Columbia,"Total, location","Total, gender",0 to 14 years,59,73.7
2023,500 metres from all public transit stops,British Columbia,"Total, location","Total, gender",15 to 64 years,59,77.0
2023,500 metres from all public transit stops,British Columbia,"Total, location","Total, gender",15 to 19 years,59,73.7
2023,500 metres from all public transit stops,British Columbia,"Total, location","Total, gender",20 to 24 years,59,79.5
2023,500 metres from all public transit stops,British Columbia,"Total, location","Total, gender",65 years and over,59,74.3
2023,500 metres from all public transit stops,British Columbia,"Total, location",Men+,Total - Age groups of the population - 100% data,59,75.5
2023,500 metres from all public transit stops,British Columbia,"Total, location",Men+,0 to 14 years,59,73.7
2023,500 metres from all public transit stops,British Columbia,"Total, location",Men+,15 to 64 years,59,76.8
2023,500 metres from all public transit stops,British Columbia,"Total, location",Men+,15 to 19 years,59,73.8
2023,500 metres from all public transit stops,British Columbia,"Total, location",Men+,20 to 24 years,59,79.0
2023,500 metres from all public transit stops,British Columbia,"Total, location",Men+,65 years and over,59,72.3
2023,500 metres from all public transit stops,British Columbia,"Total, location",Women+,Total - Age groups of the population - 100% data,59,76.4
2023,500 metres from all public transit stops,British Columbia,"Total, location",Women+,0 to 14 years,59,73.6
2023,500 metres from all public transit stops,British Columbia,"Total, location",Women+,15 to 64 years,59,77.1
2023,500 metres from all public transit stops,British Columbia,"Total, location",Women+,15 to 19 years,59,73.6
2023,500 metres from all public transit stops,British Columbia,"Total, location",Women+,20 to 24 years,59,80.2
2023,500 metres from all public transit stops,British Columbia,"Total, location",Women+,65 years and over,59,76.0
2023,500 metres from all public transit stops,British Columbia,Urban,"Total, gender",Total - Age groups of the population - 100% data,59,82.3
2023,500 metres from all public transit stops,British Columbia,Urban,"Total, gender",0 to 14 years,59,80.0
2023,500 metres from all public transit stops,British Columbia,Urban,"Total, gender",15 to 64 years,59,82.9
2023,500 metres from all public transit stops,British Columbia,Urban,"Total, gender",15 to 19 years,59,79.6
2023,500 metres from all public transit stops,British Columbia,Urban,"Total, gender",20 to 24 years,59,83.8
2023,500 metres from all public transit stops,British Columbia,Urban,"Total, gender",65 years and over,59,81.7
2023,500 metres from all public transit stops,British Columbia,Urban,Men+,Total - Age groups of the population - 100% data,59,82.1
2023,500 metres from all public transit stops,British Columbia,Urban,Men+,0 to 14 years,59,80.0
2023,500 metres from all public transit stops,British Columbia,Urban,Men+,15 to 64 years,59,83.0
2023,500 metres from all public transit stops,British Columbia,Urban,Men+,15 to 19 years,59,79.7
2023,500 metres from all public transit stops,British Columbia,Urban,Men+,20 to 24 years,59,83.3
2023,500 metres from all public transit stops,British Columbia,Urban,Men+,65 years and over,59,80.6
2023,500 metres from all public transit stops,British Columbia,Urban,Women+,Total - Age groups of the population - 100% data,59,82.5
2023,500 metres from all public transit stops,British Columbia,Urban,Women+,0 to 14 years,59,80.0
2023,500 metres from all public transit stops,British Columbia,Urban,Women+,15 to 64 years,59,82.9
2023,500 metres from all public transit stops,British Columbia,Urban,Women+,15 to 19 years,59,79.5
2023,500 metres from all public transit stops,British Columbia,Urban,Women+,20 to 24 years,59,84.4
2023,500 metres from all public transit stops,British Columbia,Urban,Women+,65 years and over,59,82.6
2023,500 metres from all public transit stops,British Columbia,Rural,"Total, gender",Total - Age groups of the population - 100% data,59,19.1
2023,500 metres from all public transit stops,British Columbia,Rural,"Total, gender",0 to 14 years,59,18.4
2023,500 metres from all public transit stops,British Columbia,Rural,"Total, gender",15 to 64 years,59,19.0
2023,500 metres from all public transit stops,British Columbia,Rural,"Total, gender",15 to 19 years,59,19.4
2023,500 metres from all public transit stops,British Columbia,Rural,"Total, gender",20 to 24 years,59,20.0
2023,500 metres from all public transit stops,British Columbia,Rural,"Total, gender",65 years and over,59,19.8
2023,500 metres from all public transit stops,British Columbia,Rural,Men+,Total - Age groups of the population - 100% data,59,18.8
2023,500 metres from all public transit stops,British Columbia,Rural,Men+,0 to 14 years,59,18.2
2023,500 metres from all public transit stops,British Columbia,Rural,Men+,15 to 64 years,59,18.9
2023,500 metres from all public transit stops,British Columbia,Rural,Men+,15 to 19 years,59,19.3
2023,500 metres from all public transit stops,British Columbia,Rural,Men+,20 to 24 years,59,20.2
2023,500 metres from all public transit stops,British Columbia,Rural,Men+,65 years and over,59,18.9
2023,500 metres from all public transit stops,British Columbia,Rural,Women+,Total - Age groups of the population - 100% data,59,19.4
2023,500 metres from all public transit stops,British Columbia,Rural,Women+,0 to 14 years,59,18.5
2023,500 metres from all public transit stops,British Columbia,Rural,Women+,15 to 64 years,59,19.2
2023,500 metres from all public transit stops,British Columbia,Rural,Women+,15 to 19 years,59,19.3
2023,500 metres from all public transit stops,British Columbia,Rural,Women+,20 to 24 years,59,19.7
2023,500 metres from all public transit stops,British Columbia,Rural,Women+,65 years and over,59,20.7
2023,500 metres from low-capacity public transit stops only,British Columbia,"Total, location","Total, gender",Total - Age groups of the population - 100% data,59,76.0
2023,500 metres from low-capacity public transit stops only,British Columbia,"Total, location","Total, gender",0 to 14 years,59,73.7
2023,500 metres from low-capacity public transit stops only,British Columbia,"Total, location","Total, gender",15 to 64 years,59,77.0
2023,500 metres from low-capacity public transit stops only,British Columbia,"Total, location","Total, gender",15 to 19 years,59,73.7
2023,500 metres from low-capacity public transit stops only,British Columbia,"Total, location","Total, gender",20 to 24 years,59,79.5
2023,500 metres from low-capacity public transit stops only,British Columbia,"Total, location","Total, gender",65 years and over,59,74.3
2023,500 metres from low-capacity public transit stops only,British Columbia,"Total, location",Men+,Total - Age groups of the population - 100% data,59,75.5
2023,500 metres from low-capacity public transit stops only,British Columbia,"Total, location",Men+,0 to 14 years,59,73.7
2023,500 metres from low-capacity public transit stops only,British Columbia,"Total, location",Men+,15 to 64 years,59,76.8
2023,500 metres from low-capacity public transit stops only,British Columbia,"Total, location",Men+,15 to 19 years,59,73.8
2023,500 metres from low-capacity public transit stops only,British Columbia,"Total, location",Men+,20 to 24 years,59,79.0
2023,500 metres from low-capacity public transit stops only,British Columbia,"Total, location",Men+,65 years and over,59,72.3
2023,500 metres from low-capacity public transit stops only,British Columbia,"Total, location",Women+,Total - Age groups of the population - 100% data,59,76.4
2023,500 metres from low-capacity public transit stops only,British Columbia,"Total, location",Women+,0 to 14 years,59,73.6
2023,500 metres from low-capacity public transit stops only,British Columbia,"Total, location",Women+,15 to 64 years,59,77.1
2023,500 metres from low-capacity public transit stops only,British Columbia,"Total, location",Women+,15 to 19 years,59,73.6
2023,500 metres from low-capacity public transit stops only,British Columbia,"Total, location",Women+,20 to 24 years,59,80.2
2023,500 metres from low-capacity public transit stops only,British Columbia,"Total, location",Women+,65 years and over,59,76.0
2023,500 metres from low-capacity public transit stops only,British Columbia,Urban,"Total, gender",Total - Age groups of the population - 100% data,59,82.3
2023,500 metres from low-capacity public transit stops only,British Columbia,Urban,"Total, gender",0 to 14 years,59,80.0
2023,500 metres from low-capacity public transit stops only,British Columbia,Urban,"Total, gender",15 to 64 years,59,82.9
2023,500 metres from low-capacity public transit stops only,British Columbia,Urban,"Total, gender",15 to 19 years,59,79.6
2023,500 metres from low-capacity public transit stops only,British Columbia,Urban,"Total, gender",20 to 24 years,59,83.8
2023,500 metres from low-capacity public transit stops only,British Columbia,Urban,"Total, gender",65 years and over,59,81.7
2023,500 metres from low-capacity public transit stops only,British Columbia,Urban,Men+,Total - Age groups of the population - 100% data,59,82.1
2023,500 metres from low-capacity public transit stops only,British Columbia,Urban,Men+,0 to 14 years,59,80.0
2023,500 metres from low-capacity public transit stops only,British Columbia,Urban,Men+,15 to 64 years,59,83.0
2023,500 metres from low-capacity public transit stops only,British Columbia,Urban,Men+,15 to 19 years,59,79.7
2023,500 metres from low-capacity public transit stops only,British Columbia,Urban,Men+,20 to 24 years,59,83.3
2023,500 metres from low-capacity public transit stops only,British Columbia,Urban,Men+,65 years and over,59,80.6
2023,500 metres from low-capacity public transit stops only,British Columbia,Urban,Women+,Total - Age groups of the population - 100% data,59,82.5
2023,500 metres from low-capacity public transit stops only,British Columbia,Urban,Women+,0 to 14 years,59,80.0
2023,500 metres from low-capacity public transit stops only,British Columbia,Urban,Women+,15 to 64 years,59,82.9
2023,500 metres from low-capacity public transit stops only,British Columbia,Urban,Women+,15 to 19 years,59,79.5
2023,500 metres from low-capacity public transit stops only,British Columbia,Urban,Women+,20 to 24 years,59,84.4
2023,500 metres from low-capacity public transit stops only,British Columbia,Urban,Women+,65 years and over,59,82.6
2023,500 metres from low-capacity public transit stops only,British Columbia,Rural,"Total, gender",Total - Age groups of the population - 100% data,59,19.1
2023,500 metres from low-capacity public transit stops only,British Columbia,Rural,"Total, gender",0 to 14 years,59,18.4
2023,500 metres from low-capacity public transit stops only,British Columbia,Rural,"Total, gender",15 to 64 years,59,19.0
2023,500 metres from low-capacity public transit stops only,British Columbia,Rural,"Total, gender",15 to 19 years,59,19.4
2023,500 metres from low-capacity public transit stops only,British Columbia,Rural,"Total, gender",20 to 24 years,59,20.0
2023,500 metres from low-capacity public transit stops only,British Columbia,Rural,"Total, gender",65 years and over,59,19.8
2023,500 metres from low-capacity public transit stops only,British Columbia,Rural,Men+,Total - Age groups of the population - 100% data,59,18.8
2023,500 metres from low-capacity public transit stops only,British Columbia,Rural,Men+,0 to 14 years,59,18.2
2023,500 metres from low-capacity public transit stops only,British Columbia,Rural,Men+,15 to 64 years,59,18.9
2023,500 metres from low-capacity public transit stops only,British Columbia,Rural,Men+,15 to 19 years,59,19.3
2023,500 metres from low-capacity public transit stops only,British Columbia,Rural,Men+,20 to 24 years,59,20.2
2023,500 metres from low-capacity public transit stops only,British Columbia,Rural,Men+,65 years and over,59,18.9
2023,500 metres from low-capacity public transit stops only,British Columbia,Rural,Women+,Total - Age groups of the population - 100% data,59,19.4
2023,500 metres from low-capacity public transit stops only,British Columbia,Rural,Women+,0 to 14 years,59,18.5
2023,500 metres from low-capacity public transit stops only,British Columbia,Rural,Women+,15 to 64 years,59,19.2
2023,500 metres from low-capacity public transit stops only,British Columbia,Rural,Women+,15 to 19 years,59,19.3
2023,500 metres from low-capacity public transit stops only,British Columbia,Rural,Women+,20 to 24 years,59,19.7
2023,500 metres from low-capacity public transit stops only,British Columbia,Rural,Women+,65 years and over,59,20.7
2023,1000 metres from high-capacity public transit stops only,British Columbia,"Total, location","Total, gender",Total - Age groups of the population - 100% data,59,9.4
2023,1000 metres from high-capacity public transit stops only,British Columbia,"Total, location","Total, gender",0 to 14 years,59,6.7
2023,1000 metres from high-capacity public transit stops only,British Columbia,"Total, location","Total, gender",15 to 64 years,59,10.6
2023,1000 metres from high-capacity public transit stops only,British Columbia,"Total, location","Total, gender",15 to 19 years,59,5.7
2023,1000 metres from high-capacity public transit stops only,British Columbia,"Total, location","Total, gender",20 to 24 years,59,10.3
2023,1000 metres from high-capacity public transit stops only,British Columbia,"Total, location","Total, gender",65 years and over,59,7.3
2023,1000 metres from high-capacity public transit stops only,British Columbia,"Total, location",Men+,Total - Age groups of the population - 100% data,59,9.4
2023,1000 metres from high-capacity public transit stops only,British Columbia,"Total, location",Men+,0 to 14 years,59,6.7
2023,1000 metres from high-capacity public transit stops only,British Columbia,"Total, location",Men+,15 to 64 years,59,10.7
2023,1000 metres from high-capacity public transit stops only,British Columbia,"Total, location",Men+,15 to 19 years,59,5.8
2023,1000 metres from high-capacity public transit stops only,British Columbia,"Total, location",Men+,20 to 24 years,59,9.8
2023,1000 metres from high-capacity public transit stops only,British Columbia,"Total, location",Men+,65 years and over,59,7.2
2023,1000 metres from high-capacity public transit stops only,British Columbia,"Total, location",Women+,Total - Age groups of the population - 100% data,59,9.3
2023,1000 metres from high-capacity public transit stops only,British Columbia,"Total, location",Women+,0 to 14 years,59,6.6
2023,1000 metres from high-capacity public transit stops only,British Columbia,"Total, location",Women+,15 to 64 years,59,10.5
2023,1000 metres from high-capacity public transit stops only,British Columbia,"Total, location",Women+,15 to 19 years,59,5.7
2023,1000 metres from high-capacity public transit stops only,British Columbia,"Total, location",Women+,20 to 24 years,59,10.8
2023,1000 metres from high-capacity public transit stops only,British Columbia,"Total, location",Women+,65 years and over,59,7.5
2023,1000 metres from high-capacity public transit stops only,British Columbia,Urban,"Total, gender",Total - Age groups of the population - 100% data,59,10.4
2023,1000 metres from high-capacity public transit stops only,British Columbia,Urban,"Total, gender",0 to 14 years,59,7.4
2023,1000 metres from high-capacity public transit stops only,British Columbia,Urban,"Total, gender",15 to 64 years,59,11.7
2023,1000 metres from high-capacity public transit stops only,British Columbia,Urban,"Total, gender",15 to 19 years,59,6.4
2023,1000 metres from high-capacity public transit stops only,British Columbia,Urban,"Total, gender",20 to 24 years,59,11.0
2023,1000 metres from high-capacity public transit stops only,British Columbia,Urban,"Total, gender",65 years and over,59,8.3
2023,1000 metres from high-capacity public transit stops only,British Columbia,Urban,Men+,Total - Age groups of the population - 100% data,59,10.5
2023,1000 metres from high-capacity public transit stops only,British Columbia,Urban,Men+,0 to 14 years,59,7.5
2023,1000 metres from high-capacity public transit stops only,British Columbia,Urban,Men+,15 to 64 years,59,11.8
2023,1000 metres from high-capacity public transit stops only,British Columbia,Urban,Men+,15 to 19 years,59,6.5
2023,1000 metres from high-capacity public transit stops only,British Columbia,Urban,Men+,20 to 24 years,59,10.5
2023,1000 metres from high-capacity public transit stops only,British Columbia,Urban,Men+,65 years and over,59,8.3
