Year,Causes de décès,Âge au décès,Sexe,Value
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,5 à 9 ans,Hommes,0.0
2019,Pneumopathie due à des substances solides et liquides,5 à 9 ans,Hommes,0.0
2019,Tumeurs malignes,5 à 9 ans,Femmes,1.6
2019,Diabète sucré,5 à 9 ans,Femmes,0.0
2019,Maladies du coeur,5 à 9 ans,Femmes,0.2
2019,Hypertension essentielle et néphropathie hypertensive,5 à 9 ans,Femmes,0.0
2019,Maladies cérébrovasculaires,5 à 9 ans,Femmes,0.1
2019,Athérosclérose,5 à 9 ans,Femmes,0.0
2019,Anévrisme aortique et dissection,5 à 9 ans,Femmes,0.0
2019,Maladies chroniques des voies respiratoires inférieures,5 à 9 ans,Femmes,0.1
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,5 à 9 ans,Femmes,0.0
2019,Pneumopathie due à des substances solides et liquides,5 à 9 ans,Femmes,0.0
2019,Tumeurs malignes,10 à 14 ans,Les deux sexes,2.1
2019,Diabète sucré,10 à 14 ans,Les deux sexes,0.0
2019,Maladies du coeur,10 à 14 ans,Les deux sexes,0.1
2019,Hypertension essentielle et néphropathie hypertensive,10 à 14 ans,Les deux sexes,0.0
2019,Maladies cérébrovasculaires,10 à 14 ans,Les deux sexes,0.4
2019,Athérosclérose,10 à 14 ans,Les deux sexes,0.0
2019,Anévrisme aortique et dissection,10 à 14 ans,Les deux sexes,0.0
2019,Maladies chroniques des voies respiratoires inférieures,10 à 14 ans,Les deux sexes,0.1
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,10 à 14 ans,Les deux sexes,0.0
2019,Pneumopathie due à des substances solides et liquides,10 à 14 ans,Les deux sexes,0.0
2019,Tumeurs malignes,10 à 14 ans,Hommes,2.2
2019,Diabète sucré,10 à 14 ans,Hommes,0.0
2019,Maladies du coeur,10 à 14 ans,Hommes,0.1
2019,Hypertension essentielle et néphropathie hypertensive,10 à 14 ans,Hommes,0.0
2019,Maladies cérébrovasculaires,10 à 14 ans,Hommes,0.7
2019,Athérosclérose,10 à 14 ans,Hommes,0.0
2019,Anévrisme aortique et dissection,10 à 14 ans,Hommes,0.0
2019,Maladies chroniques des voies respiratoires inférieures,10 à 14 ans,Hommes,0.2
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,10 à 14 ans,Hommes,0.0
2019,Pneumopathie due à des substances solides et liquides,10 à 14 ans,Hommes,0.0
2019,Tumeurs malignes,10 à 14 ans,Femmes,1.9
2019,Diabète sucré,10 à 14 ans,Femmes,0.0
2019,Maladies du coeur,10 à 14 ans,Femmes,0.2
2019,Hypertension essentielle et néphropathie hypertensive,10 à 14 ans,Femmes,0.0
2019,Maladies cérébrovasculaires,10 à 14 ans,Femmes,0.1
2019,Athérosclérose,10 à 14 ans,Femmes,0.0
2019,Anévrisme aortique et dissection,10 à 14 ans,Femmes,0.0
2019,Maladies chroniques des voies respiratoires inférieures,10 à 14 ans,Femmes,0.0
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,10 à 14 ans,Femmes,0.0
2019,Pneumopathie due à des substances solides et liquides,10 à 14 ans,Femmes,0.0
2019,Tumeurs malignes,15 à 24 ans,Les deux sexes,3.2
2019,Diabète sucré,15 à 24 ans,Les deux sexes,0.3
2019,Maladies du coeur,15 à 24 ans,Les deux sexes,1.2
2019,Hypertension essentielle et néphropathie hypertensive,15 à 24 ans,Les deux sexes,0.0
2019,Maladies cérébrovasculaires,15 à 24 ans,Les deux sexes,0.2
2019,Athérosclérose,15 à 24 ans,Les deux sexes,0.0
2019,Anévrisme aortique et dissection,15 à 24 ans,Les deux sexes,0.0
2019,Maladies chroniques des voies respiratoires inférieures,15 à 24 ans,Les deux sexes,0.1
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,15 à 24 ans,Les deux sexes,0.0
2019,Pneumopathie due à des substances solides et liquides,15 à 24 ans,Les deux sexes,0.0
2019,Tumeurs malignes,15 à 24 ans,Hommes,3.6
2019,Diabète sucré,15 à 24 ans,Hommes,0.4
2019,Maladies du coeur,15 à 24 ans,Hommes,1.5
2019,Hypertension essentielle et néphropathie hypertensive,15 à 24 ans,Hommes,0.0
2019,Maladies cérébrovasculaires,15 à 24 ans,Hommes,0.2
2019,Athérosclérose,15 à 24 ans,Hommes,0.0
2019,Anévrisme aortique et dissection,15 à 24 ans,Hommes,0.1
2019,Maladies chroniques des voies respiratoires inférieures,15 à 24 ans,Hommes,0.1
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,15 à 24 ans,Hommes,0.0
2019,Pneumopathie due à des substances solides et liquides,15 à 24 ans,Hommes,0.1
2019,Tumeurs malignes,15 à 24 ans,Femmes,2.8
2019,Diabète sucré,15 à 24 ans,Femmes,0.3
2019,Maladies du coeur,15 à 24 ans,Femmes,1.0
2019,Hypertension essentielle et néphropathie hypertensive,15 à 24 ans,Femmes,0.0
2019,Maladies cérébrovasculaires,15 à 24 ans,Femmes,0.2
2019,Athérosclérose,15 à 24 ans,Femmes,0.0
2019,Anévrisme aortique et dissection,15 à 24 ans,Femmes,0.0
2019,Maladies chroniques des voies respiratoires inférieures,15 à 24 ans,Femmes,0.2
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,15 à 24 ans,Femmes,0.0
2019,Pneumopathie due à des substances solides et liquides,15 à 24 ans,Femmes,0.0
2019,Tumeurs malignes,15 à 19 ans,Les deux sexes,3.4
2019,Diabète sucré,15 à 19 ans,Les deux sexes,0.1
2019,Maladies du coeur,15 à 19 ans,Les deux sexes,0.9
2019,Hypertension essentielle et néphropathie hypertensive,15 à 19 ans,Les deux sexes,0.0
2019,Maladies cérébrovasculaires,15 à 19 ans,Les deux sexes,0.1
2019,Athérosclérose,15 à 19 ans,Les deux sexes,0.0
2019,Anévrisme aortique et dissection,15 à 19 ans,Les deux sexes,0.0
2019,Maladies chroniques des voies respiratoires inférieures,15 à 19 ans,Les deux sexes,0.1
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,15 à 19 ans,Les deux sexes,0.0
2019,Pneumopathie due à des substances solides et liquides,15 à 19 ans,Les deux sexes,0.0
2019,Tumeurs malignes,15 à 19 ans,Hommes,3.4
2019,Diabète sucré,15 à 19 ans,Hommes,0.2
2019,Maladies du coeur,15 à 19 ans,Hommes,1.1
2019,Hypertension essentielle et néphropathie hypertensive,15 à 19 ans,Hommes,0.0
2019,Maladies cérébrovasculaires,15 à 19 ans,Hommes,0.1
2019,Athérosclérose,15 à 19 ans,Hommes,0.0
2019,Anévrisme aortique et dissection,15 à 19 ans,Hommes,0.0
2019,Maladies chroniques des voies respiratoires inférieures,15 à 19 ans,Hommes,0.2
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,15 à 19 ans,Hommes,0.0
2019,Pneumopathie due à des substances solides et liquides,15 à 19 ans,Hommes,0.1
2019,Tumeurs malignes,15 à 19 ans,Femmes,3.5
2019,Diabète sucré,15 à 19 ans,Femmes,0.0
2019,Maladies du coeur,15 à 19 ans,Femmes,0.6
2019,Hypertension essentielle et néphropathie hypertensive,15 à 19 ans,Femmes,0.0
2019,Maladies cérébrovasculaires,15 à 19 ans,Femmes,0.1
2019,Athérosclérose,15 à 19 ans,Femmes,0.0
2019,Anévrisme aortique et dissection,15 à 19 ans,Femmes,0.0
2019,Maladies chroniques des voies respiratoires inférieures,15 à 19 ans,Femmes,0.0
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,15 à 19 ans,Femmes,0.0
2019,Pneumopathie due à des substances solides et liquides,15 à 19 ans,Femmes,0.0
2019,Tumeurs malignes,20 à 24 ans,Les deux sexes,3.1
2019,Diabète sucré,20 à 24 ans,Les deux sexes,0.4
2019,Maladies du coeur,20 à 24 ans,Les deux sexes,1.5
2019,Hypertension essentielle et néphropathie hypertensive,20 à 24 ans,Les deux sexes,0.0
2019,Maladies cérébrovasculaires,20 à 24 ans,Les deux sexes,0.2
2019,Athérosclérose,20 à 24 ans,Les deux sexes,0.0
2019,Anévrisme aortique et dissection,20 à 24 ans,Les deux sexes,0.0
2019,Maladies chroniques des voies respiratoires inférieures,20 à 24 ans,Les deux sexes,0.1
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,20 à 24 ans,Les deux sexes,0.0
2019,Pneumopathie due à des substances solides et liquides,20 à 24 ans,Les deux sexes,0.0
2019,Tumeurs malignes,20 à 24 ans,Hommes,3.8
2019,Diabète sucré,20 à 24 ans,Hommes,0.5
2019,Maladies du coeur,20 à 24 ans,Hommes,1.8
2019,Hypertension essentielle et néphropathie hypertensive,20 à 24 ans,Hommes,0.0
2019,Maladies cérébrovasculaires,20 à 24 ans,Hommes,0.2
2019,Athérosclérose,20 à 24 ans,Hommes,0.0
2019,Anévrisme aortique et dissection,20 à 24 ans,Hommes,0.1
2019,Maladies chroniques des voies respiratoires inférieures,20 à 24 ans,Hommes,0.1
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,20 à 24 ans,Hommes,0.0
2019,Pneumopathie due à des substances solides et liquides,20 à 24 ans,Hommes,0.0
2019,Tumeurs malignes,20 à 24 ans,Femmes,2.2
2019,Diabète sucré,20 à 24 ans,Femmes,0.3
2019,Maladies du coeur,20 à 24 ans,Femmes,1.3
2019,Hypertension essentielle et néphropathie hypertensive,20 à 24 ans,Femmes,0.0
2019,Maladies cérébrovasculaires,20 à 24 ans,Femmes,0.3
2019,Athérosclérose,20 à 24 ans,Femmes,0.0
2019,Anévrisme aortique et dissection,20 à 24 ans,Femmes,0.0
2019,Maladies chroniques des voies respiratoires inférieures,20 à 24 ans,Femmes,0.2
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,20 à 24 ans,Femmes,0.0
2019,Pneumopathie due à des substances solides et liquides,20 à 24 ans,Femmes,0.0
2019,Tumeurs malignes,25 à 34 ans,Les deux sexes,6.9
2019,Diabète sucré,25 à 34 ans,Les deux sexes,1.0
2019,Maladies du coeur,25 à 34 ans,Les deux sexes,2.6
2019,Hypertension essentielle et néphropathie hypertensive,25 à 34 ans,Les deux sexes,0.1
2019,Maladies cérébrovasculaires,25 à 34 ans,Les deux sexes,0.9
2019,Athérosclérose,25 à 34 ans,Les deux sexes,0.0
2019,Anévrisme aortique et dissection,25 à 34 ans,Les deux sexes,0.2
2019,Maladies chroniques des voies respiratoires inférieures,25 à 34 ans,Les deux sexes,0.2
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,25 à 34 ans,Les deux sexes,0.0
2019,Pneumopathie due à des substances solides et liquides,25 à 34 ans,Les deux sexes,0.1
2019,Tumeurs malignes,25 à 34 ans,Hommes,7.3
2019,Diabète sucré,25 à 34 ans,Hommes,1.2
2019,Maladies du coeur,25 à 34 ans,Hommes,3.2
2019,Hypertension essentielle et néphropathie hypertensive,25 à 34 ans,Hommes,0.2
2019,Maladies cérébrovasculaires,25 à 34 ans,Hommes,0.9
2019,Athérosclérose,25 à 34 ans,Hommes,0.0
2019,Anévrisme aortique et dissection,25 à 34 ans,Hommes,0.3
2019,Maladies chroniques des voies respiratoires inférieures,25 à 34 ans,Hommes,0.3
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,25 à 34 ans,Hommes,0.0
2019,Pneumopathie due à des substances solides et liquides,25 à 34 ans,Hommes,0.1
2019,Tumeurs malignes,25 à 34 ans,Femmes,6.4
2019,Diabète sucré,25 à 34 ans,Femmes,0.7
2019,Maladies du coeur,25 à 34 ans,Femmes,1.9
2019,Hypertension essentielle et néphropathie hypertensive,25 à 34 ans,Femmes,0.0
2019,Maladies cérébrovasculaires,25 à 34 ans,Femmes,0.9
2019,Athérosclérose,25 à 34 ans,Femmes,0.1
2019,Anévrisme aortique et dissection,25 à 34 ans,Femmes,0.2
2019,Maladies chroniques des voies respiratoires inférieures,25 à 34 ans,Femmes,0.2
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,25 à 34 ans,Femmes,0.0
2019,Pneumopathie due à des substances solides et liquides,25 à 34 ans,Femmes,0.2
2019,Tumeurs malignes,25 à 29 ans,Les deux sexes,4.0
2019,Diabète sucré,25 à 29 ans,Les deux sexes,0.6
2019,Maladies du coeur,25 à 29 ans,Les deux sexes,1.9
2019,Hypertension essentielle et néphropathie hypertensive,25 à 29 ans,Les deux sexes,0.0
2019,Maladies cérébrovasculaires,25 à 29 ans,Les deux sexes,0.6
2019,Athérosclérose,25 à 29 ans,Les deux sexes,0.0
2019,Anévrisme aortique et dissection,25 à 29 ans,Les deux sexes,0.1
2019,Maladies chroniques des voies respiratoires inférieures,25 à 29 ans,Les deux sexes,0.2
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,25 à 29 ans,Les deux sexes,0.0
2019,Pneumopathie due à des substances solides et liquides,25 à 29 ans,Les deux sexes,0.1
2019,Tumeurs malignes,25 à 29 ans,Hommes,5.2
2019,Diabète sucré,25 à 29 ans,Hommes,0.7
2019,Maladies du coeur,25 à 29 ans,Hommes,2.5
2019,Hypertension essentielle et néphropathie hypertensive,25 à 29 ans,Hommes,0.0
2019,Maladies cérébrovasculaires,25 à 29 ans,Hommes,0.7
2019,Athérosclérose,25 à 29 ans,Hommes,0.0
2019,Anévrisme aortique et dissection,25 à 29 ans,Hommes,0.1
2019,Maladies chroniques des voies respiratoires inférieures,25 à 29 ans,Hommes,0.3
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,25 à 29 ans,Hommes,0.0
2019,Pneumopathie due à des substances solides et liquides,25 à 29 ans,Hommes,0.1
2019,Tumeurs malignes,25 à 29 ans,Femmes,2.8
2019,Diabète sucré,25 à 29 ans,Femmes,0.5
2019,Maladies du coeur,25 à 29 ans,Femmes,1.2
2019,Hypertension essentielle et néphropathie hypertensive,25 à 29 ans,Femmes,0.0
2019,Maladies cérébrovasculaires,25 à 29 ans,Femmes,0.5
2019,Athérosclérose,25 à 29 ans,Femmes,0.0
2019,Anévrisme aortique et dissection,25 à 29 ans,Femmes,0.0
2019,Maladies chroniques des voies respiratoires inférieures,25 à 29 ans,Femmes,0.1
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,25 à 29 ans,Femmes,0.0
2019,Pneumopathie due à des substances solides et liquides,25 à 29 ans,Femmes,0.1
2019,Tumeurs malignes,30 à 34 ans,Les deux sexes,9.8
2019,Diabète sucré,30 à 34 ans,Les deux sexes,1.4
2019,Maladies du coeur,30 à 34 ans,Les deux sexes,3.3
2019,Hypertension essentielle et néphropathie hypertensive,30 à 34 ans,Les deux sexes,0.1
2019,Maladies cérébrovasculaires,30 à 34 ans,Les deux sexes,1.2
2019,Athérosclérose,30 à 34 ans,Les deux sexes,0.0
2019,Anévrisme aortique et dissection,30 à 34 ans,Les deux sexes,0.3
2019,Maladies chroniques des voies respiratoires inférieures,30 à 34 ans,Les deux sexes,0.3
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,30 à 34 ans,Les deux sexes,0.0
2019,Pneumopathie due à des substances solides et liquides,30 à 34 ans,Les deux sexes,0.2
2019,Tumeurs malignes,30 à 34 ans,Hommes,9.6
2019,Diabète sucré,30 à 34 ans,Hommes,1.8
2019,Maladies du coeur,30 à 34 ans,Hommes,4.0
2019,Hypertension essentielle et néphropathie hypertensive,30 à 34 ans,Hommes,0.2
2019,Maladies cérébrovasculaires,30 à 34 ans,Hommes,1.1
2019,Athérosclérose,30 à 34 ans,Hommes,0.0
2019,Anévrisme aortique et dissection,30 à 34 ans,Hommes,0.5
2019,Maladies chroniques des voies respiratoires inférieures,30 à 34 ans,Hommes,0.4
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,30 à 34 ans,Hommes,0.0
2019,Pneumopathie due à des substances solides et liquides,30 à 34 ans,Hommes,0.1
2019,Tumeurs malignes,30 à 34 ans,Femmes,10.1
2019,Diabète sucré,30 à 34 ans,Femmes,0.9
2019,Maladies du coeur,30 à 34 ans,Femmes,2.7
2019,Hypertension essentielle et néphropathie hypertensive,30 à 34 ans,Femmes,0.0
2019,Maladies cérébrovasculaires,30 à 34 ans,Femmes,1.2
2019,Athérosclérose,30 à 34 ans,Femmes,0.1
2019,Anévrisme aortique et dissection,30 à 34 ans,Femmes,0.2
2019,Maladies chroniques des voies respiratoires inférieures,30 à 34 ans,Femmes,0.2
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,30 à 34 ans,Femmes,0.0
2019,Pneumopathie due à des substances solides et liquides,30 à 34 ans,Femmes,0.2
2019,Tumeurs malignes,35 à 44 ans,Les deux sexes,22.0
2019,Diabète sucré,35 à 44 ans,Les deux sexes,2.4
2019,Maladies du coeur,35 à 44 ans,Les deux sexes,9.7
2019,Hypertension essentielle et néphropathie hypertensive,35 à 44 ans,Les deux sexes,0.1
2019,Maladies cérébrovasculaires,35 à 44 ans,Les deux sexes,2.0
2019,Athérosclérose,35 à 44 ans,Les deux sexes,0.0
2019,Anévrisme aortique et dissection,35 à 44 ans,Les deux sexes,0.6
2019,Maladies chroniques des voies respiratoires inférieures,35 à 44 ans,Les deux sexes,0.4
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,35 à 44 ans,Les deux sexes,0.0
2019,Pneumopathie due à des substances solides et liquides,35 à 44 ans,Les deux sexes,0.1
2019,Tumeurs malignes,35 à 44 ans,Hommes,18.8
2019,Diabète sucré,35 à 44 ans,Hommes,3.1
2019,Maladies du coeur,35 à 44 ans,Hommes,14.3
2019,Hypertension essentielle et néphropathie hypertensive,35 à 44 ans,Hommes,0.2
2019,Maladies cérébrovasculaires,35 à 44 ans,Hommes,2.2
2019,Athérosclérose,35 à 44 ans,Hommes,0.0
2019,Anévrisme aortique et dissection,35 à 44 ans,Hommes,1.0
2019,Maladies chroniques des voies respiratoires inférieures,35 à 44 ans,Hommes,0.2
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,35 à 44 ans,Hommes,0.0
2019,Pneumopathie due à des substances solides et liquides,35 à 44 ans,Hommes,0.2
2019,Tumeurs malignes,35 à 44 ans,Femmes,25.2
2019,Diabète sucré,35 à 44 ans,Femmes,1.8
2019,Maladies du coeur,35 à 44 ans,Femmes,5.1
2019,Hypertension essentielle et néphropathie hypertensive,35 à 44 ans,Femmes,0.2
2019,Maladies cérébrovasculaires,35 à 44 ans,Femmes,1.9
2019,Athérosclérose,35 à 44 ans,Femmes,0.0
2019,Anévrisme aortique et dissection,35 à 44 ans,Femmes,0.1
2019,Maladies chroniques des voies respiratoires inférieures,35 à 44 ans,Femmes,0.6
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,35 à 44 ans,Femmes,0.0
2019,Pneumopathie due à des substances solides et liquides,35 à 44 ans,Femmes,0.0
2019,Tumeurs malignes,35 à 39 ans,Les deux sexes,15.0
2019,Diabète sucré,35 à 39 ans,Les deux sexes,1.7
2019,Maladies du coeur,35 à 39 ans,Les deux sexes,6.9
2019,Hypertension essentielle et néphropathie hypertensive,35 à 39 ans,Les deux sexes,0.0
2019,Maladies cérébrovasculaires,35 à 39 ans,Les deux sexes,1.6
2019,Athérosclérose,35 à 39 ans,Les deux sexes,0.0
2019,Anévrisme aortique et dissection,35 à 39 ans,Les deux sexes,0.5
2019,Maladies chroniques des voies respiratoires inférieures,35 à 39 ans,Les deux sexes,0.3
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,35 à 39 ans,Les deux sexes,0.0
2019,Pneumopathie due à des substances solides et liquides,35 à 39 ans,Les deux sexes,0.0
2019,Tumeurs malignes,35 à 39 ans,Hommes,13.3
2019,Diabète sucré,35 à 39 ans,Hommes,1.6
2019,Maladies du coeur,35 à 39 ans,Hommes,10.0
2019,Hypertension essentielle et néphropathie hypertensive,35 à 39 ans,Hommes,0.1
2019,Maladies cérébrovasculaires,35 à 39 ans,Hommes,1.7
2019,Athérosclérose,35 à 39 ans,Hommes,0.0
2019,Anévrisme aortique et dissection,35 à 39 ans,Hommes,0.9
2019,Maladies chroniques des voies respiratoires inférieures,35 à 39 ans,Hommes,0.2
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,35 à 39 ans,Hommes,0.0
2019,Pneumopathie due à des substances solides et liquides,35 à 39 ans,Hommes,0.1
2019,Tumeurs malignes,35 à 39 ans,Femmes,16.6
2019,Diabète sucré,35 à 39 ans,Femmes,1.8
2019,Maladies du coeur,35 à 39 ans,Femmes,3.8
2019,Hypertension essentielle et néphropathie hypertensive,35 à 39 ans,Femmes,0.0
2019,Maladies cérébrovasculaires,35 à 39 ans,Femmes,1.5
2019,Athérosclérose,35 à 39 ans,Femmes,0.0
2019,Anévrisme aortique et dissection,35 à 39 ans,Femmes,0.1
2019,Maladies chroniques des voies respiratoires inférieures,35 à 39 ans,Femmes,0.3
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,35 à 39 ans,Femmes,0.0
2019,Pneumopathie due à des substances solides et liquides,35 à 39 ans,Femmes,0.0
2019,Tumeurs malignes,40 à 44 ans,Les deux sexes,29.5
2019,Diabète sucré,40 à 44 ans,Les deux sexes,3.2
2019,Maladies du coeur,40 à 44 ans,Les deux sexes,12.6
2019,Hypertension essentielle et néphropathie hypertensive,40 à 44 ans,Les deux sexes,0.2
2019,Maladies cérébrovasculaires,40 à 44 ans,Les deux sexes,2.5
2019,Athérosclérose,40 à 44 ans,Les deux sexes,0.0
2019,Anévrisme aortique et dissection,40 à 44 ans,Les deux sexes,0.7
2019,Maladies chroniques des voies respiratoires inférieures,40 à 44 ans,Les deux sexes,0.5
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,40 à 44 ans,Les deux sexes,0.0
2019,Pneumopathie due à des substances solides et liquides,40 à 44 ans,Les deux sexes,0.2
2019,Tumeurs malignes,40 à 44 ans,Hommes,24.6
2019,Diabète sucré,40 à 44 ans,Hommes,4.7
2019,Maladies du coeur,40 à 44 ans,Hommes,18.9
2019,Hypertension essentielle et néphropathie hypertensive,40 à 44 ans,Hommes,0.3
2019,Maladies cérébrovasculaires,40 à 44 ans,Hommes,2.7
2019,Athérosclérose,40 à 44 ans,Hommes,0.0
2019,Anévrisme aortique et dissection,40 à 44 ans,Hommes,1.2
2019,Maladies chroniques des voies respiratoires inférieures,40 à 44 ans,Hommes,0.1
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,40 à 44 ans,Hommes,0.0
2019,Pneumopathie due à des substances solides et liquides,40 à 44 ans,Hommes,0.3
2019,Tumeurs malignes,40 à 44 ans,Femmes,34.4
2019,Diabète sucré,40 à 44 ans,Femmes,1.8
2019,Maladies du coeur,40 à 44 ans,Femmes,6.5
2019,Hypertension essentielle et néphropathie hypertensive,40 à 44 ans,Femmes,0.2
2019,Maladies cérébrovasculaires,40 à 44 ans,Femmes,2.3
2019,Athérosclérose,40 à 44 ans,Femmes,0.0
2019,Anévrisme aortique et dissection,40 à 44 ans,Femmes,0.2
2019,Maladies chroniques des voies respiratoires inférieures,40 à 44 ans,Femmes,0.8
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,40 à 44 ans,Femmes,0.0
2019,Pneumopathie due à des substances solides et liquides,40 à 44 ans,Femmes,0.0
2019,Tumeurs malignes,45 à 54 ans,Les deux sexes,75.6
2019,Diabète sucré,45 à 54 ans,Les deux sexes,6.5
2019,Maladies du coeur,45 à 54 ans,Les deux sexes,34.3
2019,Hypertension essentielle et néphropathie hypertensive,45 à 54 ans,Les deux sexes,0.5
2019,Maladies cérébrovasculaires,45 à 54 ans,Les deux sexes,6.6
2019,Athérosclérose,45 à 54 ans,Les deux sexes,0.0
2019,Anévrisme aortique et dissection,45 à 54 ans,Les deux sexes,1.4
2019,Maladies chroniques des voies respiratoires inférieures,45 à 54 ans,Les deux sexes,3.1
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,45 à 54 ans,Les deux sexes,0.0
2019,Pneumopathie due à des substances solides et liquides,45 à 54 ans,Les deux sexes,0.3
2019,Tumeurs malignes,45 à 54 ans,Hommes,72.1
2019,Diabète sucré,45 à 54 ans,Hommes,8.7
2019,Maladies du coeur,45 à 54 ans,Hommes,52.1
2019,Hypertension essentielle et néphropathie hypertensive,45 à 54 ans,Hommes,0.8
2019,Maladies cérébrovasculaires,45 à 54 ans,Hommes,7.2
2019,Athérosclérose,45 à 54 ans,Hommes,0.1
2019,Anévrisme aortique et dissection,45 à 54 ans,Hommes,2.4
2019,Maladies chroniques des voies respiratoires inférieures,45 à 54 ans,Hommes,3.3
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,45 à 54 ans,Hommes,0.0
2019,Pneumopathie due à des substances solides et liquides,45 à 54 ans,Hommes,0.3
2019,Tumeurs malignes,45 à 54 ans,Femmes,79.1
2019,Diabète sucré,45 à 54 ans,Femmes,4.3
2019,Maladies du coeur,45 à 54 ans,Femmes,16.6
2019,Hypertension essentielle et néphropathie hypertensive,45 à 54 ans,Femmes,0.2
2019,Maladies cérébrovasculaires,45 à 54 ans,Femmes,6.0
2019,Athérosclérose,45 à 54 ans,Femmes,0.0
2019,Anévrisme aortique et dissection,45 à 54 ans,Femmes,0.4
2019,Maladies chroniques des voies respiratoires inférieures,45 à 54 ans,Femmes,2.8
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,45 à 54 ans,Femmes,0.0
2019,Pneumopathie due à des substances solides et liquides,45 à 54 ans,Femmes,0.4
2019,Tumeurs malignes,45 à 49 ans,Les deux sexes,51.8
2019,Diabète sucré,45 à 49 ans,Les deux sexes,5.0
2019,Maladies du coeur,45 à 49 ans,Les deux sexes,23.9
2019,Hypertension essentielle et néphropathie hypertensive,45 à 49 ans,Les deux sexes,0.4
2019,Maladies cérébrovasculaires,45 à 49 ans,Les deux sexes,5.4
2019,Athérosclérose,45 à 49 ans,Les deux sexes,0.0
2019,Anévrisme aortique et dissection,45 à 49 ans,Les deux sexes,1.1
2019,Maladies chroniques des voies respiratoires inférieures,45 à 49 ans,Les deux sexes,1.2
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,45 à 49 ans,Les deux sexes,0.0
2019,Pneumopathie due à des substances solides et liquides,45 à 49 ans,Les deux sexes,0.3
2019,Tumeurs malignes,45 à 49 ans,Hommes,46.7
2019,Diabète sucré,45 à 49 ans,Hommes,7.2
2019,Maladies du coeur,45 à 49 ans,Hommes,35.6
2019,Hypertension essentielle et néphropathie hypertensive,45 à 49 ans,Hommes,0.5
2019,Maladies cérébrovasculaires,45 à 49 ans,Hommes,6.1
2019,Athérosclérose,45 à 49 ans,Hommes,0.1
2019,Anévrisme aortique et dissection,45 à 49 ans,Hommes,1.9
2019,Maladies chroniques des voies respiratoires inférieures,45 à 49 ans,Hommes,1.2
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,45 à 49 ans,Hommes,0.0
2019,Pneumopathie due à des substances solides et liquides,45 à 49 ans,Hommes,0.2
2019,Tumeurs malignes,45 à 49 ans,Femmes,56.8
2019,Diabète sucré,45 à 49 ans,Femmes,2.9
2019,Maladies du coeur,45 à 49 ans,Femmes,12.3
2019,Hypertension essentielle et néphropathie hypertensive,45 à 49 ans,Femmes,0.2
2019,Maladies cérébrovasculaires,45 à 49 ans,Femmes,4.6
2019,Athérosclérose,45 à 49 ans,Femmes,0.0
2019,Anévrisme aortique et dissection,45 à 49 ans,Femmes,0.2
2019,Maladies chroniques des voies respiratoires inférieures,45 à 49 ans,Femmes,1.2
2019,Pneumoconioses et affections respiratoires dues à des agents chimiques,45 à 49 ans,Femmes,0.0
2019,Pneumopathie due à des substances solides et liquides,45 à 49 ans,Femmes,0.3
2019,Tumeurs malignes,50 à 54 ans,Les deux sexes,98.5
2019,Diabète sucré,50 à 54 ans,Les deux sexes,7.8
2019,Maladies du coeur,50 à 54 ans,Les deux sexes,44.2
2019,Hypertension essentielle et néphropathie hypertensive,50 à 54 ans,Les deux sexes,0.6
