Year,Type de violence physique ou sexuelle subie durant l'enfance,Géographie,Genre,Groupe d'âge,Status d'immigrant,Minorité visible,Identité autochtone,Incapacité,Orientation sexuelle,GeoCode,Value
2018,Violence sexuelle,Canada,Genre féminin,,,,Premières Nations (Indien de l'Amérique du Nord),,,,22.31
2018,Violence sexuelle,Canada,"Total, genre",,,,Métis,,,,13.57
2018,Violence sexuelle,Canada,Genre masculin,,,,Métis,,,,5.81
2018,Violence sexuelle,Canada,Genre féminin,,,,Métis,,,,21.95
2018,Violence sexuelle,Canada,"Total, genre",,,,Inuk (Inuit),,,,10.72
2018,Violence sexuelle,Canada,Genre masculin,,,,Inuk (Inuit),,,,3.98
2018,Violence sexuelle,Canada,Genre féminin,,,,Inuk (Inuit),,,,16.34
2018,Violence sexuelle,Canada,"Total, genre",,,,Autre identité autochtone,,,,21.28
2018,Violence sexuelle,Canada,"Total, genre",,,,Identité non autochtone,,,,7.52
2018,Violence sexuelle,Canada,Genre masculin,,,,Identité non autochtone,,,,3.55
2018,Violence sexuelle,Canada,Genre féminin,,,,Identité non autochtone,,,,11.41
2018,Violence sexuelle,Canada,"Total, genre",,,,Identité autochtone non précisée,,,,7.29
2018,Violence sexuelle,Canada,Genre masculin,,,,Identité autochtone non précisée,,,,2.12
2018,Violence sexuelle,Canada,Genre féminin,,,,Identité autochtone non précisée,,,,12.99
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,"Total, genre",,,,Identité non autochtone,,,10,18.54
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,Genre masculin,,,,Identité non autochtone,,,10,18.65
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,Genre féminin,,,,Identité non autochtone,,,10,18.49
2018,Violence physique,Terre-Neuve-et-Labrador,"Total, genre",,,,Identité non autochtone,,,10,15.71
2018,Violence physique,Terre-Neuve-et-Labrador,Genre masculin,,,,Identité non autochtone,,,10,18.08
2018,Violence physique,Terre-Neuve-et-Labrador,Genre féminin,,,,Identité non autochtone,,,10,13.57
2018,Violence sexuelle,Terre-Neuve-et-Labrador,"Total, genre",,,,Identité non autochtone,,,10,5.73
2018,Violence sexuelle,Terre-Neuve-et-Labrador,Genre masculin,,,,Identité non autochtone,,,10,2.73
2018,Violence sexuelle,Terre-Neuve-et-Labrador,Genre féminin,,,,Identité non autochtone,,,10,8.51
2018,Violence physique ou sexuelle,Île-du-Prince-Édouard,"Total, genre",,,,Identité non autochtone,,,11,24.06
2018,Violence physique ou sexuelle,Île-du-Prince-Édouard,Genre masculin,,,,Identité non autochtone,,,11,22.81
2018,Violence physique ou sexuelle,Île-du-Prince-Édouard,Genre féminin,,,,Identité non autochtone,,,11,25.29
2018,Violence physique,Île-du-Prince-Édouard,"Total, genre",,,,Identité non autochtone,,,11,20.89
2018,Violence physique,Île-du-Prince-Édouard,Genre masculin,,,,Identité non autochtone,,,11,22.06
2018,Violence physique,Île-du-Prince-Édouard,Genre féminin,,,,Identité non autochtone,,,11,19.73
2018,Violence sexuelle,Île-du-Prince-Édouard,"Total, genre",,,,Identité non autochtone,,,11,7.31
2018,Violence sexuelle,Île-du-Prince-Édouard,Genre masculin,,,,Identité non autochtone,,,11,2.25
2018,Violence sexuelle,Île-du-Prince-Édouard,Genre féminin,,,,Identité non autochtone,,,11,12.32
2018,Violence physique ou sexuelle,Nouvelle-Écosse,"Total, genre",,,,Métis,,,12,26.37
2018,Violence physique ou sexuelle,Nouvelle-Écosse,"Total, genre",,,,Identité non autochtone,,,12,26.73
2018,Violence physique ou sexuelle,Nouvelle-Écosse,Genre masculin,,,,Identité non autochtone,,,12,25.63
2018,Violence physique ou sexuelle,Nouvelle-Écosse,Genre féminin,,,,Identité non autochtone,,,12,27.81
2018,Violence physique,Nouvelle-Écosse,"Total, genre",,,,Métis,,,12,17.58
2018,Violence physique,Nouvelle-Écosse,"Total, genre",,,,Identité non autochtone,,,12,22.49
2018,Violence physique,Nouvelle-Écosse,Genre masculin,,,,Identité non autochtone,,,12,24.22
2018,Violence physique,Nouvelle-Écosse,Genre féminin,,,,Identité non autochtone,,,12,20.88
2018,Violence sexuelle,Nouvelle-Écosse,"Total, genre",,,,Métis,,,12,16.89
2018,Violence sexuelle,Nouvelle-Écosse,"Total, genre",,,,Identité non autochtone,,,12,9.34
2018,Violence sexuelle,Nouvelle-Écosse,Genre masculin,,,,Identité non autochtone,,,12,4.72
2018,Violence sexuelle,Nouvelle-Écosse,Genre féminin,,,,Identité non autochtone,,,12,13.79
2018,Violence physique ou sexuelle,Nouveau-Brunswick,"Total, genre",,,,Identité non autochtone,,,13,24.09
2018,Violence physique ou sexuelle,Nouveau-Brunswick,Genre masculin,,,,Identité non autochtone,,,13,22.47
2018,Violence physique ou sexuelle,Nouveau-Brunswick,Genre féminin,,,,Identité non autochtone,,,13,25.73
2018,Violence physique,Nouveau-Brunswick,"Total, genre",,,,Identité non autochtone,,,13,18.85
2018,Violence physique,Nouveau-Brunswick,Genre masculin,,,,Identité non autochtone,,,13,19.93
2018,Violence physique,Nouveau-Brunswick,Genre féminin,,,,Identité non autochtone,,,13,17.87
2018,Violence sexuelle,Nouveau-Brunswick,"Total, genre",,,,Identité non autochtone,,,13,9.2
2018,Violence sexuelle,Nouveau-Brunswick,Genre masculin,,,,Identité non autochtone,,,13,5.22
2018,Violence sexuelle,Nouveau-Brunswick,Genre féminin,,,,Identité non autochtone,,,13,13.07
2018,Violence physique ou sexuelle,Québec,"Total, genre",,,,Premières Nations (Indien de l'Amérique du Nord),,,24,28.49
2018,Violence physique ou sexuelle,Québec,"Total, genre",,,,Métis,,,24,39.78
2018,Violence physique ou sexuelle,Québec,"Total, genre",,,,Identité non autochtone,,,24,24.91
2018,Violence physique ou sexuelle,Québec,Genre masculin,,,,Identité non autochtone,,,24,24.35
2018,Violence physique ou sexuelle,Québec,Genre féminin,,,,Identité non autochtone,,,24,25.41
2018,Violence physique ou sexuelle,Québec,"Total, genre",,,,Identité autochtone non précisée,,,24,25.49
2018,Violence physique,Québec,"Total, genre",,,,Premières Nations (Indien de l'Amérique du Nord),,,24,25.18
2018,Violence physique,Québec,"Total, genre",,,,Métis,,,24,27.54
2018,Violence physique,Québec,"Total, genre",,,,Identité non autochtone,,,24,21.28
2018,Violence physique,Québec,Genre masculin,,,,Identité non autochtone,,,24,22.86
2018,Violence physique,Québec,Genre féminin,,,,Identité non autochtone,,,24,19.65
2018,Violence physique,Québec,"Total, genre",,,,Identité autochtone non précisée,,,24,20.4
2018,Violence sexuelle,Québec,"Total, genre",,,,Métis,,,24,21.77
2018,Violence sexuelle,Québec,"Total, genre",,,,Identité non autochtone,,,24,7.29
2018,Violence sexuelle,Québec,Genre masculin,,,,Identité non autochtone,,,24,3.53
2018,Violence sexuelle,Québec,Genre féminin,,,,Identité non autochtone,,,24,10.94
2018,Violence physique ou sexuelle,Ontario,"Total, genre",,,,Premières Nations (Indien de l'Amérique du Nord),,,35,37.74
2018,Violence physique ou sexuelle,Ontario,"Total, genre",,,,Identité non autochtone,,,35,26.65
2018,Violence physique ou sexuelle,Ontario,Genre masculin,,,,Identité non autochtone,,,35,26.0
2018,Violence physique ou sexuelle,Ontario,Genre féminin,,,,Identité non autochtone,,,35,27.22
2018,Violence physique ou sexuelle,Ontario,"Total, genre",,,,Identité autochtone non précisée,,,35,25.33
2018,Violence physique,Ontario,"Total, genre",,,,Premières Nations (Indien de l'Amérique du Nord),,,35,32.0
2018,Violence physique,Ontario,"Total, genre",,,,Identité non autochtone,,,35,23.67
2018,Violence physique,Ontario,Genre masculin,,,,Identité non autochtone,,,35,24.9
2018,Violence physique,Ontario,Genre féminin,,,,Identité non autochtone,,,35,22.43
2018,Violence physique,Ontario,"Total, genre",,,,Identité autochtone non précisée,,,35,24.89
2018,Violence sexuelle,Ontario,"Total, genre",,,,Premières Nations (Indien de l'Amérique du Nord),,,35,17.15
2018,Violence sexuelle,Ontario,"Total, genre",,,,Identité non autochtone,,,35,6.92
2018,Violence sexuelle,Ontario,Genre masculin,,,,Identité non autochtone,,,35,3.33
2018,Violence sexuelle,Ontario,Genre féminin,,,,Identité non autochtone,,,35,10.38
2018,Violence physique ou sexuelle,Manitoba,"Total, genre",,,,Premières Nations (Indien de l'Amérique du Nord),,,46,28.32
2018,Violence physique ou sexuelle,Manitoba,Genre féminin,,,,Premières Nations (Indien de l'Amérique du Nord),,,46,33.53
2018,Violence physique ou sexuelle,Manitoba,"Total, genre",,,,Métis,,,46,34.8
2018,Violence physique ou sexuelle,Manitoba,Genre masculin,,,,Métis,,,46,37.24
2018,Violence physique ou sexuelle,Manitoba,Genre féminin,,,,Métis,,,46,32.47
2018,Violence physique ou sexuelle,Manitoba,"Total, genre",,,,Identité non autochtone,,,46,25.45
2018,Violence physique ou sexuelle,Manitoba,Genre masculin,,,,Identité non autochtone,,,46,26.21
2018,Violence physique ou sexuelle,Manitoba,Genre féminin,,,,Identité non autochtone,,,46,24.86
2018,Violence physique,Manitoba,"Total, genre",,,,Premières Nations (Indien de l'Amérique du Nord),,,46,23.43
2018,Violence physique,Manitoba,Genre féminin,,,,Premières Nations (Indien de l'Amérique du Nord),,,46,25.44
2018,Violence physique,Manitoba,"Total, genre",,,,Métis,,,46,28.59
2018,Violence physique,Manitoba,Genre masculin,,,,Métis,,,46,36.15
2018,Violence physique,Manitoba,Genre féminin,,,,Métis,,,46,20.61
2018,Violence physique,Manitoba,"Total, genre",,,,Identité non autochtone,,,46,22.42
2018,Violence physique,Manitoba,Genre masculin,,,,Identité non autochtone,,,46,25.32
2018,Violence physique,Manitoba,Genre féminin,,,,Identité non autochtone,,,46,19.66
2018,Violence sexuelle,Manitoba,"Total, genre",,,,Premières Nations (Indien de l'Amérique du Nord),,,46,18.47
2018,Violence sexuelle,Manitoba,Genre féminin,,,,Premières Nations (Indien de l'Amérique du Nord),,,46,24.56
2018,Violence sexuelle,Manitoba,"Total, genre",,,,Métis,,,46,9.68
2018,Violence sexuelle,Manitoba,Genre féminin,,,,Métis,,,46,16.73
2018,Violence sexuelle,Manitoba,"Total, genre",,,,Identité non autochtone,,,46,7.28
2018,Violence sexuelle,Manitoba,Genre masculin,,,,Identité non autochtone,,,46,3.47
2018,Violence sexuelle,Manitoba,Genre féminin,,,,Identité non autochtone,,,46,11.16
2018,Violence physique ou sexuelle,Saskatchewan,"Total, genre",,,,Premières Nations (Indien de l'Amérique du Nord),,,47,36.11
2018,Violence physique ou sexuelle,Saskatchewan,Genre féminin,,,,Premières Nations (Indien de l'Amérique du Nord),,,47,38.62
2018,Violence physique ou sexuelle,Saskatchewan,"Total, genre",,,,Métis,,,47,38.37
2018,Violence physique ou sexuelle,Saskatchewan,Genre masculin,,,,Métis,,,47,33.22
2018,Violence physique ou sexuelle,Saskatchewan,Genre féminin,,,,Métis,,,47,43.0
2018,Violence physique ou sexuelle,Saskatchewan,"Total, genre",,,,Identité non autochtone,,,47,25.81
2018,Violence physique ou sexuelle,Saskatchewan,Genre masculin,,,,Identité non autochtone,,,47,25.69
2018,Violence physique ou sexuelle,Saskatchewan,Genre féminin,,,,Identité non autochtone,,,47,25.78
2018,Violence physique ou sexuelle,Saskatchewan,"Total, genre",,,,Identité autochtone non précisée,,,47,35.77
2018,Violence physique,Saskatchewan,"Total, genre",,,,Premières Nations (Indien de l'Amérique du Nord),,,47,35.44
2018,Violence physique,Saskatchewan,Genre féminin,,,,Premières Nations (Indien de l'Amérique du Nord),,,47,38.62
2018,Violence physique,Saskatchewan,"Total, genre",,,,Métis,,,47,34.6
2018,Violence physique,Saskatchewan,Genre masculin,,,,Métis,,,47,30.96
2018,Violence physique,Saskatchewan,Genre féminin,,,,Métis,,,47,37.88
2018,Violence physique,Saskatchewan,"Total, genre",,,,Identité non autochtone,,,47,22.59
2018,Violence physique,Saskatchewan,Genre masculin,,,,Identité non autochtone,,,47,24.78
2018,Violence physique,Saskatchewan,Genre féminin,,,,Identité non autochtone,,,47,20.27
2018,Violence physique,Saskatchewan,"Total, genre",,,,Identité autochtone non précisée,,,47,27.56
2018,Violence sexuelle,Saskatchewan,"Total, genre",,,,Premières Nations (Indien de l'Amérique du Nord),,,47,12.46
2018,Violence sexuelle,Saskatchewan,Genre féminin,,,,Premières Nations (Indien de l'Amérique du Nord),,,47,21.87
2018,Violence sexuelle,Saskatchewan,"Total, genre",,,,Métis,,,47,12.09
2018,Violence sexuelle,Saskatchewan,Genre féminin,,,,Métis,,,47,16.65
2018,Violence sexuelle,Saskatchewan,"Total, genre",,,,Identité non autochtone,,,47,6.27
2018,Violence sexuelle,Saskatchewan,Genre masculin,,,,Identité non autochtone,,,47,2.28
2018,Violence sexuelle,Saskatchewan,Genre féminin,,,,Identité non autochtone,,,47,10.26
2018,Violence physique ou sexuelle,Alberta,"Total, genre",,,,Premières Nations (Indien de l'Amérique du Nord),,,48,43.78
2018,Violence physique ou sexuelle,Alberta,"Total, genre",,,,Métis,,,48,38.13
2018,Violence physique ou sexuelle,Alberta,Genre masculin,,,,Métis,,,48,32.21
2018,Violence physique ou sexuelle,Alberta,Genre féminin,,,,Métis,,,48,46.51
2018,Violence physique ou sexuelle,Alberta,"Total, genre",,,,Identité non autochtone,,,48,28.14
2018,Violence physique ou sexuelle,Alberta,Genre masculin,,,,Identité non autochtone,,,48,25.8
2018,Violence physique ou sexuelle,Alberta,Genre féminin,,,,Identité non autochtone,,,48,30.49
2018,Violence physique ou sexuelle,Alberta,"Total, genre",,,,Identité autochtone non précisée,,,48,36.09
2018,Violence physique,Alberta,"Total, genre",,,,Premières Nations (Indien de l'Amérique du Nord),,,48,39.27
2018,Violence physique,Alberta,"Total, genre",,,,Métis,,,48,34.76
2018,Violence physique,Alberta,Genre masculin,,,,Métis,,,48,32.21
2018,Violence physique,Alberta,Genre féminin,,,,Métis,,,48,39.14
2018,Violence physique,Alberta,"Total, genre",,,,Identité non autochtone,,,48,24.49
2018,Violence physique,Alberta,Genre masculin,,,,Identité non autochtone,,,48,24.61
2018,Violence physique,Alberta,Genre féminin,,,,Identité non autochtone,,,48,24.31
2018,Violence physique,Alberta,"Total, genre",,,,Identité autochtone non précisée,,,48,31.07
2018,Violence sexuelle,Alberta,"Total, genre",,,,Premières Nations (Indien de l'Amérique du Nord),,,48,16.48
2018,Violence sexuelle,Alberta,"Total, genre",,,,Métis,,,48,14.97
2018,Violence sexuelle,Alberta,Genre féminin,,,,Métis,,,48,24.12
2018,Violence sexuelle,Alberta,"Total, genre",,,,Identité non autochtone,,,48,8.26
2018,Violence sexuelle,Alberta,Genre masculin,,,,Identité non autochtone,,,48,3.11
2018,Violence sexuelle,Alberta,Genre féminin,,,,Identité non autochtone,,,48,13.56
2018,Violence physique ou sexuelle,Colombie-Britannique,"Total, genre",,,,Premières Nations (Indien de l'Amérique du Nord),,,59,41.3
2018,Violence physique ou sexuelle,Colombie-Britannique,"Total, genre",,,,Métis,,,59,41.55
2018,Violence physique ou sexuelle,Colombie-Britannique,"Total, genre",,,,Identité non autochtone,,,59,30.11
2018,Violence physique ou sexuelle,Colombie-Britannique,Genre masculin,,,,Identité non autochtone,,,59,29.32
2018,Violence physique ou sexuelle,Colombie-Britannique,Genre féminin,,,,Identité non autochtone,,,59,30.87
2018,Violence physique ou sexuelle,Colombie-Britannique,"Total, genre",,,,Identité autochtone non précisée,,,59,27.33
2018,Violence physique,Colombie-Britannique,"Total, genre",,,,Premières Nations (Indien de l'Amérique du Nord),,,59,29.63
2018,Violence physique,Colombie-Britannique,"Total, genre",,,,Métis,,,59,40.42
2018,Violence physique,Colombie-Britannique,"Total, genre",,,,Identité non autochtone,,,59,26.44
2018,Violence physique,Colombie-Britannique,Genre masculin,,,,Identité non autochtone,,,59,27.65
2018,Violence physique,Colombie-Britannique,Genre féminin,,,,Identité non autochtone,,,59,25.21
2018,Violence physique,Colombie-Britannique,"Total, genre",,,,Identité autochtone non précisée,,,59,15.75
2018,Violence sexuelle,Colombie-Britannique,"Total, genre",,,,Premières Nations (Indien de l'Amérique du Nord),,,59,23.31
2018,Violence sexuelle,Colombie-Britannique,"Total, genre",,,,Métis,,,59,11.0
2018,Violence sexuelle,Colombie-Britannique,"Total, genre",,,,Identité non autochtone,,,59,8.96
2018,Violence sexuelle,Colombie-Britannique,Genre masculin,,,,Identité non autochtone,,,59,4.57
2018,Violence sexuelle,Colombie-Britannique,Genre féminin,,,,Identité non autochtone,,,59,13.3
2018,Violence sexuelle,Colombie-Britannique,"Total, genre",,,,Identité autochtone non précisée,,,59,17.35
2018,Violence physique ou sexuelle,Yukon,"Total, genre",,,,Premières Nations (Indien de l'Amérique du Nord),,,60,36.55
2018,Violence physique ou sexuelle,Yukon,Genre masculin,,,,Premières Nations (Indien de l'Amérique du Nord),,,60,37.16
2018,Violence physique ou sexuelle,Yukon,Genre féminin,,,,Premières Nations (Indien de l'Amérique du Nord),,,60,35.76
2018,Violence physique ou sexuelle,Yukon,"Total, genre",,,,Identité non autochtone,,,60,38.02
2018,Violence physique ou sexuelle,Yukon,Genre masculin,,,,Identité non autochtone,,,60,39.22
2018,Violence physique ou sexuelle,Yukon,Genre féminin,,,,Identité non autochtone,,,60,36.8
2018,Violence physique,Yukon,"Total, genre",,,,Premières Nations (Indien de l'Amérique du Nord),,,60,33.82
2018,Violence physique,Yukon,Genre masculin,,,,Premières Nations (Indien de l'Amérique du Nord),,,60,37.16
2018,Violence physique,Yukon,Genre féminin,,,,Premières Nations (Indien de l'Amérique du Nord),,,60,29.56
2018,Violence physique,Yukon,"Total, genre",,,,Identité non autochtone,,,60,32.37
2018,Violence physique,Yukon,Genre masculin,,,,Identité non autochtone,,,60,36.24
2018,Violence physique,Yukon,Genre féminin,,,,Identité non autochtone,,,60,28.45
2018,Violence sexuelle,Yukon,"Total, genre",,,,Premières Nations (Indien de l'Amérique du Nord),,,60,14.76
2018,Violence sexuelle,Yukon,Genre masculin,,,,Premières Nations (Indien de l'Amérique du Nord),,,60,9.01
2018,Violence sexuelle,Yukon,Genre féminin,,,,Premières Nations (Indien de l'Amérique du Nord),,,60,22.07
2018,Violence sexuelle,Yukon,"Total, genre",,,,Identité non autochtone,,,60,13.44
2018,Violence sexuelle,Yukon,Genre masculin,,,,Identité non autochtone,,,60,7.53
2018,Violence sexuelle,Yukon,Genre féminin,,,,Identité non autochtone,,,60,19.42
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,"Total, genre",,,,Premières Nations (Indien de l'Amérique du Nord),,,61,37.27
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,Genre masculin,,,,Premières Nations (Indien de l'Amérique du Nord),,,61,34.26
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,Genre féminin,,,,Premières Nations (Indien de l'Amérique du Nord),,,61,40.41
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,"Total, genre",,,,Métis,,,61,29.27
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,"Total, genre",,,,Inuk (Inuit),,,61,28.29
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,"Total, genre",,,,Identité non autochtone,,,61,33.39
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,Genre masculin,,,,Identité non autochtone,,,61,30.41
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,Genre féminin,,,,Identité non autochtone,,,61,36.3
2018,Violence physique,Territoires du Nord-Ouest,"Total, genre",,,,Premières Nations (Indien de l'Amérique du Nord),,,61,31.78
2018,Violence physique,Territoires du Nord-Ouest,Genre masculin,,,,Premières Nations (Indien de l'Amérique du Nord),,,61,32.47
2018,Violence physique,Territoires du Nord-Ouest,Genre féminin,,,,Premières Nations (Indien de l'Amérique du Nord),,,61,31.07
2018,Violence physique,Territoires du Nord-Ouest,"Total, genre",,,,Métis,,,61,28.12
2018,Violence physique,Territoires du Nord-Ouest,"Total, genre",,,,Inuk (Inuit),,,61,23.75
2018,Violence physique,Territoires du Nord-Ouest,"Total, genre",,,,Identité non autochtone,,,61,27.8
2018,Violence physique,Territoires du Nord-Ouest,Genre masculin,,,,Identité non autochtone,,,61,25.88
2018,Violence physique,Territoires du Nord-Ouest,Genre féminin,,,,Identité non autochtone,,,61,29.69
2018,Violence sexuelle,Territoires du Nord-Ouest,"Total, genre",,,,Premières Nations (Indien de l'Amérique du Nord),,,61,17.01
2018,Violence sexuelle,Territoires du Nord-Ouest,Genre féminin,,,,Premières Nations (Indien de l'Amérique du Nord),,,61,28.34
2018,Violence sexuelle,Territoires du Nord-Ouest,"Total, genre",,,,Métis,,,61,9.12
2018,Violence sexuelle,Territoires du Nord-Ouest,"Total, genre",,,,Inuk (Inuit),,,61,14.1
2018,Violence sexuelle,Territoires du Nord-Ouest,"Total, genre",,,,Identité non autochtone,,,61,11.11
2018,Violence sexuelle,Territoires du Nord-Ouest,Genre masculin,,,,Identité non autochtone,,,61,7.1
2018,Violence sexuelle,Territoires du Nord-Ouest,Genre féminin,,,,Identité non autochtone,,,61,15.03
2018,Violence physique ou sexuelle,Nunavut,"Total, genre",,,,Inuk (Inuit),,,62,24.51
2018,Violence physique ou sexuelle,Nunavut,Genre masculin,,,,Inuk (Inuit),,,62,18.23
2018,Violence physique ou sexuelle,Nunavut,Genre féminin,,,,Inuk (Inuit),,,62,30.89
2018,Violence physique ou sexuelle,Nunavut,"Total, genre",,,,Identité non autochtone,,,62,33.7
2018,Violence physique ou sexuelle,Nunavut,Genre masculin,,,,Identité non autochtone,,,62,27.63
2018,Violence physique ou sexuelle,Nunavut,Genre féminin,,,,Identité non autochtone,,,62,42.9
2018,Violence physique,Nunavut,"Total, genre",,,,Inuk (Inuit),,,62,17.41
2018,Violence physique,Nunavut,Genre masculin,,,,Inuk (Inuit),,,62,16.89
2018,Violence physique,Nunavut,Genre féminin,,,,Inuk (Inuit),,,62,17.94
2018,Violence physique,Nunavut,"Total, genre",,,,Identité non autochtone,,,62,27.34
2018,Violence physique,Nunavut,Genre masculin,,,,Identité non autochtone,,,62,26.6
2018,Violence physique,Nunavut,Genre féminin,,,,Identité non autochtone,,,62,28.46
2018,Violence sexuelle,Nunavut,"Total, genre",,,,Inuk (Inuit),,,62,12.42
2018,Violence sexuelle,Nunavut,Genre masculin,,,,Inuk (Inuit),,,62,4.79
2018,Violence sexuelle,Nunavut,Genre féminin,,,,Inuk (Inuit),,,62,20.19
2018,Violence sexuelle,Nunavut,"Total, genre",,,,Identité non autochtone,,,62,12.76
2018,Violence sexuelle,Nunavut,Genre féminin,,,,Identité non autochtone,,,62,22.6
2018,Violence physique ou sexuelle,Canada,Genre masculin,,,,,"Total, incapacité",,,26.13
2018,Violence physique ou sexuelle,Canada,Genre féminin,,,,,"Total, incapacité",,,27.87
2018,Violence physique ou sexuelle,Canada,Genre masculin,,,,,Personne ayant une incapacité,,,35.98
2018,Violence physique ou sexuelle,Canada,Genre féminin,,,,,Personne ayant une incapacité,,,38.37
2018,Violence physique ou sexuelle,Canada,Genre masculin,,,,,Personne n'ayant aucune incapacité,,,21.76
2018,Violence physique ou sexuelle,Canada,Genre féminin,,,,,Personne n'ayant aucune incapacité,,,21.04
2018,Violence physique,Canada,"Total, genre",,,,,"Total, incapacité",,,23.54
2018,Violence physique,Canada,Genre masculin,,,,,"Total, incapacité",,,24.8
2018,Violence physique,Canada,Genre féminin,,,,,"Total, incapacité",,,22.26
2018,Violence physique,Canada,"Total, genre",,,,,Personne ayant une incapacité,,,32.37
2018,Violence physique,Canada,Genre masculin,,,,,Personne ayant une incapacité,,,34.13
2018,Violence physique,Canada,Genre féminin,,,,,Personne ayant une incapacité,,,30.95
2018,Violence physique,Canada,"Total, genre",,,,,Personne n'ayant aucune incapacité,,,18.74
2018,Violence physique,Canada,Genre masculin,,,,,Personne n'ayant aucune incapacité,,,20.65
2018,Violence physique,Canada,Genre féminin,,,,,Personne n'ayant aucune incapacité,,,16.61
2018,Violence sexuelle,Canada,"Total, genre",,,,,"Total, incapacité",,,7.77
2018,Violence sexuelle,Canada,Genre masculin,,,,,"Total, incapacité",,,3.7
2018,Violence sexuelle,Canada,Genre féminin,,,,,"Total, incapacité",,,11.76
2018,Violence sexuelle,Canada,"Total, genre",,,,,Personne ayant une incapacité,,,12.43
2018,Violence sexuelle,Canada,Genre masculin,,,,,Personne ayant une incapacité,,,5.98
2018,Violence sexuelle,Canada,Genre féminin,,,,,Personne ayant une incapacité,,,17.4
2018,Violence sexuelle,Canada,"Total, genre",,,,,Personne n'ayant aucune incapacité,,,5.24
2018,Violence sexuelle,Canada,Genre masculin,,,,,Personne n'ayant aucune incapacité,,,2.68
2018,Violence sexuelle,Canada,Genre féminin,,,,,Personne n'ayant aucune incapacité,,,8.09
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,"Total, genre",,,,,"Total, incapacité",,10,18.92
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,Genre masculin,,,,,"Total, incapacité",,10,18.91
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,Genre féminin,,,,,"Total, incapacité",,10,18.97
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,"Total, genre",,,,,Personne ayant une incapacité,,10,29.17
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,Genre masculin,,,,,Personne ayant une incapacité,,10,29.85
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,Genre féminin,,,,,Personne ayant une incapacité,,10,28.79
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,"Total, genre",,,,,Personne n'ayant aucune incapacité,,10,13.51
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,Genre masculin,,,,,Personne n'ayant aucune incapacité,,10,14.63
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,Genre féminin,,,,,Personne n'ayant aucune incapacité,,10,12.26
2018,Violence physique,Terre-Neuve-et-Labrador,"Total, genre",,,,,"Total, incapacité",,10,15.92
2018,Violence physique,Terre-Neuve-et-Labrador,Genre masculin,,,,,"Total, incapacité",,10,18.32
2018,Violence physique,Terre-Neuve-et-Labrador,Genre féminin,,,,,"Total, incapacité",,10,13.69
2018,Violence physique,Terre-Neuve-et-Labrador,"Total, genre",,,,,Personne ayant une incapacité,,10,24.12
2018,Violence physique,Terre-Neuve-et-Labrador,Genre masculin,,,,,Personne ayant une incapacité,,10,28.27
2018,Violence physique,Terre-Neuve-et-Labrador,Genre féminin,,,,,Personne ayant une incapacité,,10,21.45
2018,Violence physique,Terre-Neuve-et-Labrador,"Total, genre",,,,,Personne n'ayant aucune incapacité,,10,11.6
2018,Violence physique,Terre-Neuve-et-Labrador,Genre masculin,,,,,Personne n'ayant aucune incapacité,,10,14.42
2018,Violence physique,Terre-Neuve-et-Labrador,Genre féminin,,,,,Personne n'ayant aucune incapacité,,10,8.4
2018,Violence sexuelle,Terre-Neuve-et-Labrador,"Total, genre",,,,,"Total, incapacité",,10,6.0
2018,Violence sexuelle,Terre-Neuve-et-Labrador,Genre masculin,,,,,"Total, incapacité",,10,2.63
2018,Violence sexuelle,Terre-Neuve-et-Labrador,Genre féminin,,,,,"Total, incapacité",,10,9.2
2018,Violence sexuelle,Terre-Neuve-et-Labrador,"Total, genre",,,,,Personne ayant une incapacité,,10,11.36
2018,Violence sexuelle,Terre-Neuve-et-Labrador,Genre masculin,,,,,Personne ayant une incapacité,,10,6.98
2018,Violence sexuelle,Terre-Neuve-et-Labrador,Genre féminin,,,,,Personne ayant une incapacité,,10,14.27
2018,Violence sexuelle,Terre-Neuve-et-Labrador,"Total, genre",,,,,Personne n'ayant aucune incapacité,,10,3.17
2018,Violence sexuelle,Terre-Neuve-et-Labrador,Genre féminin,,,,,Personne n'ayant aucune incapacité,,10,5.73
2018,Violence physique ou sexuelle,Île-du-Prince-Édouard,"Total, genre",,,,,"Total, incapacité",,11,24.18
