Year,Household food security status,Geography,Sex,Age group,Economic family type,Visible minority,Indigenous population,GeoCode,Value
2019,"Food insecure, moderate or severe",Quebec,Both sexes,,Persons in couple families with children,,,24,6.0
2019,"Food insecure, moderate",Quebec,Both sexes,,Persons in couple families with children,,,24,5.1
2019,Food secure,Quebec,Both sexes,,Persons in couple families with other relatives,,,24,94.5
2019,Food insecure,Quebec,Both sexes,,Persons in couple families with other relatives,,,24,5.5
2019,Food secure,Quebec,Both sexes,,Persons in lone-parent families,,,24,73.0
2019,Food insecure,Quebec,Both sexes,,Persons in lone-parent families,,,24,27.0
2019,"Food insecure, moderate or severe",Quebec,Both sexes,,Persons in lone-parent families,,,24,21.6
2019,"Food insecure, moderate",Quebec,Both sexes,,Persons in lone-parent families,,,24,13.6
2019,Food secure,Quebec,Male,,Persons in lone-parent families,,,24,78.4
2019,Food secure,Quebec,Female,,Persons in lone-parent families,,,24,70.9
2019,Food insecure,Quebec,Female,,Persons in lone-parent families,,,24,29.1
2019,"Food insecure, moderate or severe",Quebec,Female,,Persons in lone-parent families,,,24,26.4
2019,"Food insecure, moderate",Quebec,Female,,Persons in lone-parent families,,,24,17.1
2019,Food secure,Quebec,Both sexes,,Persons in other non-senior families,,,24,83.3
2019,Food insecure,Quebec,Both sexes,,Persons in other non-senior families,,,24,16.7
2019,"Food insecure, moderate or severe",Quebec,Both sexes,,Persons in other non-senior families,,,24,14.6
2019,"Food insecure, moderate",Quebec,Both sexes,,Persons in other non-senior families,,,24,9.7
2019,Food secure,Quebec,Both sexes,,Persons not in an economic family,,,24,83.9
2019,Food insecure,Quebec,Both sexes,,Persons not in an economic family,,,24,16.1
2019,"Food insecure, marginal",Quebec,Both sexes,,Persons not in an economic family,,,24,5.2
2019,"Food insecure, moderate or severe",Quebec,Both sexes,,Persons not in an economic family,,,24,10.8
2019,"Food insecure, moderate",Quebec,Both sexes,,Persons not in an economic family,,,24,7.0
2019,"Food insecure, severe",Quebec,Both sexes,,Persons not in an economic family,,,24,3.8
2019,Food secure,Quebec,Both sexes,,Seniors not in an economic family,,,24,92.6
2019,Food insecure,Quebec,Both sexes,,Seniors not in an economic family,,,24,7.4
2019,"Food insecure, marginal",Quebec,Both sexes,,Seniors not in an economic family,,,24,3.2
2019,"Food insecure, moderate or severe",Quebec,Both sexes,,Seniors not in an economic family,,,24,4.2
2019,"Food insecure, moderate",Quebec,Both sexes,,Seniors not in an economic family,,,24,3.3
2019,Food secure,Quebec,Male,,Seniors not in an economic family,,,24,93.3
2019,Food secure,Quebec,Female,,Seniors not in an economic family,,,24,92.2
2019,Food insecure,Quebec,Female,,Seniors not in an economic family,,,24,7.8
2019,"Food insecure, marginal",Quebec,Female,,Seniors not in an economic family,,,24,3.7
2019,"Food insecure, moderate or severe",Quebec,Female,,Seniors not in an economic family,,,24,4.1
2019,"Food insecure, moderate",Quebec,Female,,Seniors not in an economic family,,,24,3.0
2019,Food secure,Quebec,Both sexes,,Non-seniors not in an economic family,,,24,79.1
2019,Food insecure,Quebec,Both sexes,,Non-seniors not in an economic family,,,24,20.9
2019,"Food insecure, marginal",Quebec,Both sexes,,Non-seniors not in an economic family,,,24,6.4
2019,"Food insecure, moderate or severe",Quebec,Both sexes,,Non-seniors not in an economic family,,,24,14.5
2019,"Food insecure, moderate",Quebec,Both sexes,,Non-seniors not in an economic family,,,24,9.0
2019,"Food insecure, severe",Quebec,Both sexes,,Non-seniors not in an economic family,,,24,5.5
2019,Food secure,Quebec,Male,,Non-seniors not in an economic family,,,24,81.0
2019,Food insecure,Quebec,Male,,Non-seniors not in an economic family,,,24,19.0
2019,"Food insecure, marginal",Quebec,Male,,Non-seniors not in an economic family,,,24,4.7
2019,"Food insecure, moderate or severe",Quebec,Male,,Non-seniors not in an economic family,,,24,14.3
2019,"Food insecure, moderate",Quebec,Male,,Non-seniors not in an economic family,,,24,10.3
2019,"Food insecure, severe",Quebec,Male,,Non-seniors not in an economic family,,,24,4.0
2019,Food secure,Quebec,Female,,Non-seniors not in an economic family,,,24,76.7
2019,Food insecure,Quebec,Female,,Non-seniors not in an economic family,,,24,23.3
2019,"Food insecure, marginal",Quebec,Female,,Non-seniors not in an economic family,,,24,8.6
2019,"Food insecure, moderate or severe",Quebec,Female,,Non-seniors not in an economic family,,,24,14.7
2019,"Food insecure, moderate",Quebec,Female,,Non-seniors not in an economic family,,,24,7.4
2019,"Food insecure, severe",Quebec,Female,,Non-seniors not in an economic family,,,24,7.3
2019,Food secure,Ontario,Both sexes,,All persons,,,35,82.7
2019,Food insecure,Ontario,Both sexes,,All persons,,,35,17.3
2019,"Food insecure, marginal",Ontario,Both sexes,,All persons,,,35,5.8
2019,"Food insecure, moderate or severe",Ontario,Both sexes,,All persons,,,35,11.5
2019,"Food insecure, moderate",Ontario,Both sexes,,All persons,,,35,8.0
2019,"Food insecure, severe",Ontario,Both sexes,,All persons,,,35,3.5
2019,Food secure,Ontario,Both sexes,,Persons in economic families,,,35,83.0
2019,Food insecure,Ontario,Both sexes,,Persons in economic families,,,35,17.0
2019,"Food insecure, marginal",Ontario,Both sexes,,Persons in economic families,,,35,6.0
2019,"Food insecure, moderate or severe",Ontario,Both sexes,,Persons in economic families,,,35,11.0
2019,"Food insecure, moderate",Ontario,Both sexes,,Persons in economic families,,,35,7.9
2019,"Food insecure, severe",Ontario,Both sexes,,Persons in economic families,,,35,3.1
2019,Food secure,Ontario,Both sexes,,Persons in senior families,,,35,90.9
2019,Food insecure,Ontario,Both sexes,,Persons in senior families,,,35,9.1
2019,"Food insecure, moderate or severe",Ontario,Both sexes,,Persons in senior families,,,35,5.6
2019,"Food insecure, moderate",Ontario,Both sexes,,Persons in senior families,,,35,4.3
2019,Food secure,Ontario,Both sexes,,Persons in senior couples,,,35,94.6
2019,Food insecure,Ontario,Both sexes,,Persons in senior couples,,,35,5.4
2019,"Food insecure, marginal",Ontario,Both sexes,,Persons in senior couples,,,35,1.9
2019,"Food insecure, moderate or severe",Ontario,Both sexes,,Persons in senior couples,,,35,3.6
2019,"Food insecure, moderate",Ontario,Both sexes,,Persons in senior couples,,,35,3.3
2019,Food secure,Ontario,Both sexes,,Persons in other senior families,,,35,83.9
2019,Food insecure,Ontario,Both sexes,,Persons in other senior families,,,35,16.1
2019,"Food insecure, moderate or severe",Ontario,Both sexes,,Persons in other senior families,,,35,9.4
2019,"Food insecure, moderate",Ontario,Both sexes,,Persons in other senior families,,,35,6.2
2019,Food secure,Ontario,Both sexes,,Persons in non-senior families,,,35,81.7
2019,Food insecure,Ontario,Both sexes,,Persons in non-senior families,,,35,18.3
2019,"Food insecure, marginal",Ontario,Both sexes,,Persons in non-senior families,,,35,6.4
2019,"Food insecure, moderate or severe",Ontario,Both sexes,,Persons in non-senior families,,,35,11.9
2019,"Food insecure, moderate",Ontario,Both sexes,,Persons in non-senior families,,,35,8.5
2019,"Food insecure, severe",Ontario,Both sexes,,Persons in non-senior families,,,35,3.4
2019,Food secure,Ontario,Both sexes,,Persons in couples,,,35,85.7
2019,Food insecure,Ontario,Both sexes,,Persons in couples,,,35,14.3
2019,"Food insecure, marginal",Ontario,Both sexes,,Persons in couples,,,35,4.6
2019,"Food insecure, moderate or severe",Ontario,Both sexes,,Persons in couples,,,35,9.7
2019,"Food insecure, moderate",Ontario,Both sexes,,Persons in couples,,,35,6.7
2019,"Food insecure, severe",Ontario,Both sexes,,Persons in couples,,,35,3.0
2019,Food secure,Ontario,Both sexes,,Persons in couple families with children,,,35,81.8
2019,Food insecure,Ontario,Both sexes,,Persons in couple families with children,,,35,18.2
2019,"Food insecure, marginal",Ontario,Both sexes,,Persons in couple families with children,,,35,7.8
2019,"Food insecure, moderate or severe",Ontario,Both sexes,,Persons in couple families with children,,,35,10.4
2019,"Food insecure, moderate",Ontario,Both sexes,,Persons in couple families with children,,,35,7.5
2019,"Food insecure, severe",Ontario,Both sexes,,Persons in couple families with children,,,35,2.9
2019,Food secure,Ontario,Both sexes,,Persons in couple families with other relatives,,,35,88.3
2019,Food insecure,Ontario,Both sexes,,Persons in couple families with other relatives,,,35,11.7
2019,"Food insecure, marginal",Ontario,Both sexes,,Persons in couple families with other relatives,,,35,3.6
2019,"Food insecure, moderate or severe",Ontario,Both sexes,,Persons in couple families with other relatives,,,35,8.0
2019,"Food insecure, moderate",Ontario,Both sexes,,Persons in couple families with other relatives,,,35,5.9
2019,Food secure,Ontario,Both sexes,,Persons in lone-parent families,,,35,54.2
2019,Food insecure,Ontario,Both sexes,,Persons in lone-parent families,,,35,45.8
2019,"Food insecure, marginal",Ontario,Both sexes,,Persons in lone-parent families,,,35,9.0
2019,"Food insecure, moderate or severe",Ontario,Both sexes,,Persons in lone-parent families,,,35,36.9
2019,"Food insecure, moderate",Ontario,Both sexes,,Persons in lone-parent families,,,35,27.3
2019,"Food insecure, severe",Ontario,Both sexes,,Persons in lone-parent families,,,35,9.6
2019,Food secure,Ontario,Male,,Persons in lone-parent families,,,35,57.8
2019,Food insecure,Ontario,Male,,Persons in lone-parent families,,,35,42.2
2019,Food secure,Ontario,Female,,Persons in lone-parent families,,,35,53.3
2019,Food insecure,Ontario,Female,,Persons in lone-parent families,,,35,46.7
2019,"Food insecure, marginal",Ontario,Female,,Persons in lone-parent families,,,35,8.5
2019,"Food insecure, moderate or severe",Ontario,Female,,Persons in lone-parent families,,,35,38.2
2019,"Food insecure, moderate",Ontario,Female,,Persons in lone-parent families,,,35,30.5
2019,"Food insecure, severe",Ontario,Female,,Persons in lone-parent families,,,35,7.6
2019,Food secure,Ontario,Both sexes,,Persons in other non-senior families,,,35,83.1
2019,Food insecure,Ontario,Both sexes,,Persons in other non-senior families,,,35,16.9
2019,"Food insecure, marginal",Ontario,Both sexes,,Persons in other non-senior families,,,35,5.1
2019,"Food insecure, moderate or severe",Ontario,Both sexes,,Persons in other non-senior families,,,35,11.9
2019,"Food insecure, moderate",Ontario,Both sexes,,Persons in other non-senior families,,,35,7.7
2019,"Food insecure, severe",Ontario,Both sexes,,Persons in other non-senior families,,,35,4.2
2019,Food secure,Ontario,Both sexes,,Persons not in an economic family,,,35,81.1
2019,Food insecure,Ontario,Both sexes,,Persons not in an economic family,,,35,18.9
2019,"Food insecure, marginal",Ontario,Both sexes,,Persons not in an economic family,,,35,5.0
2019,"Food insecure, moderate or severe",Ontario,Both sexes,,Persons not in an economic family,,,35,13.9
2019,"Food insecure, moderate",Ontario,Both sexes,,Persons not in an economic family,,,35,8.2
2019,"Food insecure, severe",Ontario,Both sexes,,Persons not in an economic family,,,35,5.7
2019,Food secure,Ontario,Both sexes,,Seniors not in an economic family,,,35,88.2
2019,Food insecure,Ontario,Both sexes,,Seniors not in an economic family,,,35,11.8
2019,"Food insecure, marginal",Ontario,Both sexes,,Seniors not in an economic family,,,35,4.0
2019,"Food insecure, moderate or severe",Ontario,Both sexes,,Seniors not in an economic family,,,35,7.8
2019,"Food insecure, moderate",Ontario,Both sexes,,Seniors not in an economic family,,,35,6.2
2019,"Food insecure, severe",Ontario,Both sexes,,Seniors not in an economic family,,,35,1.5
2019,Food secure,Ontario,Male,,Seniors not in an economic family,,,35,87.9
2019,Food insecure,Ontario,Male,,Seniors not in an economic family,,,35,12.1
2019,"Food insecure, moderate or severe",Ontario,Male,,Seniors not in an economic family,,,35,8.6
2019,"Food insecure, moderate",Ontario,Male,,Seniors not in an economic family,,,35,6.7
2019,Food secure,Ontario,Female,,Seniors not in an economic family,,,35,88.4
2019,Food insecure,Ontario,Female,,Seniors not in an economic family,,,35,11.6
2019,"Food insecure, marginal",Ontario,Female,,Seniors not in an economic family,,,35,4.3
2019,"Food insecure, moderate or severe",Ontario,Female,,Seniors not in an economic family,,,35,7.3
2019,"Food insecure, moderate",Ontario,Female,,Seniors not in an economic family,,,35,6.0
2019,Food secure,Ontario,Both sexes,,Non-seniors not in an economic family,,,35,77.6
2019,Food insecure,Ontario,Both sexes,,Non-seniors not in an economic family,,,35,22.4
2019,"Food insecure, marginal",Ontario,Both sexes,,Non-seniors not in an economic family,,,35,5.5
2019,"Food insecure, moderate or severe",Ontario,Both sexes,,Non-seniors not in an economic family,,,35,16.9
2019,"Food insecure, moderate",Ontario,Both sexes,,Non-seniors not in an economic family,,,35,9.1
2019,"Food insecure, severe",Ontario,Both sexes,,Non-seniors not in an economic family,,,35,7.7
2019,Food secure,Ontario,Male,,Non-seniors not in an economic family,,,35,80.0
2019,Food insecure,Ontario,Male,,Non-seniors not in an economic family,,,35,20.0
2019,"Food insecure, marginal",Ontario,Male,,Non-seniors not in an economic family,,,35,5.8
2019,"Food insecure, moderate or severe",Ontario,Male,,Non-seniors not in an economic family,,,35,14.2
2019,"Food insecure, moderate",Ontario,Male,,Non-seniors not in an economic family,,,35,8.1
2019,"Food insecure, severe",Ontario,Male,,Non-seniors not in an economic family,,,35,6.1
2019,Food secure,Ontario,Female,,Non-seniors not in an economic family,,,35,74.8
2019,Food insecure,Ontario,Female,,Non-seniors not in an economic family,,,35,25.2
2019,"Food insecure, marginal",Ontario,Female,,Non-seniors not in an economic family,,,35,5.1
2019,"Food insecure, moderate or severe",Ontario,Female,,Non-seniors not in an economic family,,,35,20.1
2019,"Food insecure, moderate",Ontario,Female,,Non-seniors not in an economic family,,,35,10.4
2019,"Food insecure, severe",Ontario,Female,,Non-seniors not in an economic family,,,35,9.7
2019,Food secure,Prairie provinces,Both sexes,,All persons,,,,81.7
2019,Food insecure,Prairie provinces,Both sexes,,All persons,,,,18.3
2019,"Food insecure, marginal",Prairie provinces,Both sexes,,All persons,,,,5.5
2019,"Food insecure, moderate or severe",Prairie provinces,Both sexes,,All persons,,,,12.8
2019,"Food insecure, moderate",Prairie provinces,Both sexes,,All persons,,,,9.1
2019,"Food insecure, severe",Prairie provinces,Both sexes,,All persons,,,,3.8
2019,Food secure,Prairie provinces,Both sexes,,Persons in economic families,,,,82.3
2019,Food insecure,Prairie provinces,Both sexes,,Persons in economic families,,,,17.7
2019,"Food insecure, marginal",Prairie provinces,Both sexes,,Persons in economic families,,,,5.5
2019,"Food insecure, moderate or severe",Prairie provinces,Both sexes,,Persons in economic families,,,,12.2
2019,"Food insecure, moderate",Prairie provinces,Both sexes,,Persons in economic families,,,,9.1
2019,"Food insecure, severe",Prairie provinces,Both sexes,,Persons in economic families,,,,3.1
2019,Food secure,Prairie provinces,Both sexes,,Persons in senior families,,,,91.1
2019,Food insecure,Prairie provinces,Both sexes,,Persons in senior families,,,,8.9
2019,"Food insecure, marginal",Prairie provinces,Both sexes,,Persons in senior families,,,,1.1
2019,"Food insecure, moderate or severe",Prairie provinces,Both sexes,,Persons in senior families,,,,7.9
2019,"Food insecure, moderate",Prairie provinces,Both sexes,,Persons in senior families,,,,5.9
2019,"Food insecure, severe",Prairie provinces,Both sexes,,Persons in senior families,,,,2.0
2019,Food secure,Prairie provinces,Both sexes,,Persons in senior couples,,,,93.6
2019,Food insecure,Prairie provinces,Both sexes,,Persons in senior couples,,,,6.4
2019,"Food insecure, moderate or severe",Prairie provinces,Both sexes,,Persons in senior couples,,,,5.4
2019,"Food insecure, moderate",Prairie provinces,Both sexes,,Persons in senior couples,,,,4.4
2019,Food secure,Prairie provinces,Both sexes,,Persons in other senior families,,,,85.5
2019,Food insecure,Prairie provinces,Both sexes,,Persons in other senior families,,,,14.5
2019,"Food insecure, moderate or severe",Prairie provinces,Both sexes,,Persons in other senior families,,,,13.2
2019,Food secure,Prairie provinces,Both sexes,,Persons in non-senior families,,,,81.1
2019,Food insecure,Prairie provinces,Both sexes,,Persons in non-senior families,,,,18.9
2019,"Food insecure, marginal",Prairie provinces,Both sexes,,Persons in non-senior families,,,,6.1
2019,"Food insecure, moderate or severe",Prairie provinces,Both sexes,,Persons in non-senior families,,,,12.8
2019,"Food insecure, moderate",Prairie provinces,Both sexes,,Persons in non-senior families,,,,9.5
2019,"Food insecure, severe",Prairie provinces,Both sexes,,Persons in non-senior families,,,,3.3
2019,Food secure,Prairie provinces,Both sexes,,Persons in couples,,,,88.6
2019,Food insecure,Prairie provinces,Both sexes,,Persons in couples,,,,11.4
2019,"Food insecure, marginal",Prairie provinces,Both sexes,,Persons in couples,,,,2.9
2019,"Food insecure, moderate or severe",Prairie provinces,Both sexes,,Persons in couples,,,,8.5
2019,"Food insecure, moderate",Prairie provinces,Both sexes,,Persons in couples,,,,5.6
2019,"Food insecure, severe",Prairie provinces,Both sexes,,Persons in couples,,,,2.9
2019,Food secure,Prairie provinces,Both sexes,,Persons in couple families with children,,,,81.1
2019,Food insecure,Prairie provinces,Both sexes,,Persons in couple families with children,,,,18.9
2019,"Food insecure, marginal",Prairie provinces,Both sexes,,Persons in couple families with children,,,,6.4
2019,"Food insecure, moderate or severe",Prairie provinces,Both sexes,,Persons in couple families with children,,,,12.4
2019,"Food insecure, moderate",Prairie provinces,Both sexes,,Persons in couple families with children,,,,10.6
2019,"Food insecure, severe",Prairie provinces,Both sexes,,Persons in couple families with children,,,,1.9
2019,Food secure,Prairie provinces,Both sexes,,Persons in couple families with other relatives,,,,81.5
2019,Food insecure,Prairie provinces,Both sexes,,Persons in couple families with other relatives,,,,18.5
2019,"Food insecure, moderate or severe",Prairie provinces,Both sexes,,Persons in couple families with other relatives,,,,11.6
2019,Food secure,Prairie provinces,Both sexes,,Persons in lone-parent families,,,,62.9
2019,Food insecure,Prairie provinces,Both sexes,,Persons in lone-parent families,,,,37.1
2019,"Food insecure, marginal",Prairie provinces,Both sexes,,Persons in lone-parent families,,,,10.2
2019,"Food insecure, moderate or severe",Prairie provinces,Both sexes,,Persons in lone-parent families,,,,27.0
2019,"Food insecure, moderate",Prairie provinces,Both sexes,,Persons in lone-parent families,,,,13.9
2019,"Food insecure, severe",Prairie provinces,Both sexes,,Persons in lone-parent families,,,,13.0
2019,Food secure,Prairie provinces,Male,,Persons in lone-parent families,,,,75.5
2019,Food insecure,Prairie provinces,Male,,Persons in lone-parent families,,,,24.5
2019,Food secure,Prairie provinces,Female,,Persons in lone-parent families,,,,59.2
2019,Food insecure,Prairie provinces,Female,,Persons in lone-parent families,,,,40.8
2019,"Food insecure, marginal",Prairie provinces,Female,,Persons in lone-parent families,,,,11.4
2019,"Food insecure, moderate or severe",Prairie provinces,Female,,Persons in lone-parent families,,,,29.4
2019,"Food insecure, moderate",Prairie provinces,Female,,Persons in lone-parent families,,,,15.6
2019,"Food insecure, severe",Prairie provinces,Female,,Persons in lone-parent families,,,,13.8
2019,Food secure,Prairie provinces,Both sexes,,Persons in other non-senior families,,,,76.2
2019,Food insecure,Prairie provinces,Both sexes,,Persons in other non-senior families,,,,23.8
2019,"Food insecure, marginal",Prairie provinces,Both sexes,,Persons in other non-senior families,,,,6.5
2019,"Food insecure, moderate or severe",Prairie provinces,Both sexes,,Persons in other non-senior families,,,,17.3
2019,"Food insecure, moderate",Prairie provinces,Both sexes,,Persons in other non-senior families,,,,12.3
2019,"Food insecure, severe",Prairie provinces,Both sexes,,Persons in other non-senior families,,,,5.0
2019,Food secure,Prairie provinces,Both sexes,,Persons not in an economic family,,,,77.8
2019,Food insecure,Prairie provinces,Both sexes,,Persons not in an economic family,,,,22.2
2019,"Food insecure, marginal",Prairie provinces,Both sexes,,Persons not in an economic family,,,,5.5
2019,"Food insecure, moderate or severe",Prairie provinces,Both sexes,,Persons not in an economic family,,,,16.7
2019,"Food insecure, moderate",Prairie provinces,Both sexes,,Persons not in an economic family,,,,9.2
2019,"Food insecure, severe",Prairie provinces,Both sexes,,Persons not in an economic family,,,,7.5
2019,Food secure,Prairie provinces,Both sexes,,Seniors not in an economic family,,,,89.2
2019,Food insecure,Prairie provinces,Both sexes,,Seniors not in an economic family,,,,10.8
2019,"Food insecure, marginal",Prairie provinces,Both sexes,,Seniors not in an economic family,,,,2.0
2019,"Food insecure, moderate or severe",Prairie provinces,Both sexes,,Seniors not in an economic family,,,,8.8
2019,"Food insecure, moderate",Prairie provinces,Both sexes,,Seniors not in an economic family,,,,4.4
2019,"Food insecure, severe",Prairie provinces,Both sexes,,Seniors not in an economic family,,,,4.4
2019,Food secure,Prairie provinces,Male,,Seniors not in an economic family,,,,88.3
2019,Food insecure,Prairie provinces,Male,,Seniors not in an economic family,,,,11.7
2019,"Food insecure, moderate or severe",Prairie provinces,Male,,Seniors not in an economic family,,,,9.8
2019,Food secure,Prairie provinces,Female,,Seniors not in an economic family,,,,89.5
2019,Food insecure,Prairie provinces,Female,,Seniors not in an economic family,,,,10.5
2019,"Food insecure, marginal",Prairie provinces,Female,,Seniors not in an economic family,,,,2.1
2019,"Food insecure, moderate or severe",Prairie provinces,Female,,Seniors not in an economic family,,,,8.4
2019,"Food insecure, moderate",Prairie provinces,Female,,Seniors not in an economic family,,,,4.6
2019,Food secure,Prairie provinces,Both sexes,,Non-seniors not in an economic family,,,,73.9
2019,Food insecure,Prairie provinces,Both sexes,,Non-seniors not in an economic family,,,,26.1
2019,"Food insecure, marginal",Prairie provinces,Both sexes,,Non-seniors not in an economic family,,,,6.8
2019,"Food insecure, moderate or severe",Prairie provinces,Both sexes,,Non-seniors not in an economic family,,,,19.3
2019,"Food insecure, moderate",Prairie provinces,Both sexes,,Non-seniors not in an economic family,,,,10.8
2019,"Food insecure, severe",Prairie provinces,Both sexes,,Non-seniors not in an economic family,,,,8.6
2019,Food secure,Prairie provinces,Male,,Non-seniors not in an economic family,,,,73.1
2019,Food insecure,Prairie provinces,Male,,Non-seniors not in an economic family,,,,26.9
2019,"Food insecure, marginal",Prairie provinces,Male,,Non-seniors not in an economic family,,,,7.0
2019,"Food insecure, moderate or severe",Prairie provinces,Male,,Non-seniors not in an economic family,,,,19.9
2019,"Food insecure, moderate",Prairie provinces,Male,,Non-seniors not in an economic family,,,,11.3
2019,"Food insecure, severe",Prairie provinces,Male,,Non-seniors not in an economic family,,,,8.6
2019,Food secure,Prairie provinces,Female,,Non-seniors not in an economic family,,,,75.0
2019,Food insecure,Prairie provinces,Female,,Non-seniors not in an economic family,,,,25.0
2019,"Food insecure, marginal",Prairie provinces,Female,,Non-seniors not in an economic family,,,,6.5
2019,"Food insecure, moderate or severe",Prairie provinces,Female,,Non-seniors not in an economic family,,,,18.6
2019,"Food insecure, moderate",Prairie provinces,Female,,Non-seniors not in an economic family,,,,10.1
2019,"Food insecure, severe",Prairie provinces,Female,,Non-seniors not in an economic family,,,,8.5
2019,Food secure,Manitoba,Both sexes,,All persons,,,46,81.8
2019,Food insecure,Manitoba,Both sexes,,All persons,,,46,18.2
2019,"Food insecure, marginal",Manitoba,Both sexes,,All persons,,,46,5.7
2019,"Food insecure, moderate or severe",Manitoba,Both sexes,,All persons,,,46,12.5
2019,"Food insecure, moderate",Manitoba,Both sexes,,All persons,,,46,9.1
2019,"Food insecure, severe",Manitoba,Both sexes,,All persons,,,46,3.4
2019,Food secure,Manitoba,Both sexes,,Persons in economic families,,,46,82.6
2019,Food insecure,Manitoba,Both sexes,,Persons in economic families,,,46,17.4
2019,"Food insecure, marginal",Manitoba,Both sexes,,Persons in economic families,,,46,5.8
2019,"Food insecure, moderate or severe",Manitoba,Both sexes,,Persons in economic families,,,46,11.6
2019,"Food insecure, moderate",Manitoba,Both sexes,,Persons in economic families,,,46,9.0
2019,"Food insecure, severe",Manitoba,Both sexes,,Persons in economic families,,,46,2.6
2019,Food secure,Manitoba,Both sexes,,Persons in senior families,,,46,90.9
2019,Food insecure,Manitoba,Both sexes,,Persons in senior families,,,46,9.1
2019,"Food insecure, moderate or severe",Manitoba,Both sexes,,Persons in senior families,,,46,7.0
2019,Food secure,Manitoba,Both sexes,,Persons in senior couples,,,46,94.8
2019,Food insecure,Manitoba,Both sexes,,Persons in senior couples,,,46,5.2
2019,"Food insecure, moderate or severe",Manitoba,Both sexes,,Persons in senior couples,,,46,3.3
2019,Food secure,Manitoba,Both sexes,,Persons in other senior families,,,46,81.8
2019,Food insecure,Manitoba,Both sexes,,Persons in other senior families,,,46,18.2
2019,Food secure,Manitoba,Both sexes,,Persons in non-senior families,,,46,81.2
2019,Food insecure,Manitoba,Both sexes,,Persons in non-senior families,,,46,18.8
2019,"Food insecure, marginal",Manitoba,Both sexes,,Persons in non-senior families,,,46,6.4
2019,"Food insecure, moderate or severe",Manitoba,Both sexes,,Persons in non-senior families,,,46,12.4
2019,"Food insecure, moderate",Manitoba,Both sexes,,Persons in non-senior families,,,46,9.7
2019,"Food insecure, severe",Manitoba,Both sexes,,Persons in non-senior families,,,46,2.6
2019,Food secure,Manitoba,Both sexes,,Persons in couples,,,46,91.3
2019,Food insecure,Manitoba,Both sexes,,Persons in couples,,,46,8.7
2019,"Food insecure, moderate or severe",Manitoba,Both sexes,,Persons in couples,,,46,6.1
2019,"Food insecure, moderate",Manitoba,Both sexes,,Persons in couples,,,46,4.5
2019,Food secure,Manitoba,Both sexes,,Persons in couple families with children,,,46,81.7
2019,Food insecure,Manitoba,Both sexes,,Persons in couple families with children,,,46,18.3
2019,"Food insecure, marginal",Manitoba,Both sexes,,Persons in couple families with children,,,46,6.0
2019,"Food insecure, moderate or severe",Manitoba,Both sexes,,Persons in couple families with children,,,46,12.2
2019,"Food insecure, moderate",Manitoba,Both sexes,,Persons in couple families with children,,,46,11.3
2019,Food secure,Manitoba,Both sexes,,Persons in couple families with other relatives,,,46,91.5
2019,Food insecure,Manitoba,Both sexes,,Persons in couple families with other relatives,,,46,8.5
2019,Food secure,Manitoba,Both sexes,,Persons in lone-parent families,,,46,43.5
2019,Food insecure,Manitoba,Both sexes,,Persons in lone-parent families,,,46,56.5
2019,"Food insecure, moderate or severe",Manitoba,Both sexes,,Persons in lone-parent families,,,46,40.0
2019,"Food insecure, moderate",Manitoba,Both sexes,,Persons in lone-parent families,,,46,19.3
2019,"Food insecure, severe",Manitoba,Both sexes,,Persons in lone-parent families,,,46,20.7
2019,Food secure,Manitoba,Male,,Persons in lone-parent families,,,46,61.9
2019,Food secure,Manitoba,Female,,Persons in lone-parent families,,,46,39.2
2019,Food insecure,Manitoba,Female,,Persons in lone-parent families,,,46,60.8
2019,"Food insecure, moderate or severe",Manitoba,Female,,Persons in lone-parent families,,,46,42.4
2019,"Food insecure, moderate",Manitoba,Female,,Persons in lone-parent families,,,46,20.7
2019,"Food insecure, severe",Manitoba,Female,,Persons in lone-parent families,,,46,21.7
2019,Food secure,Manitoba,Both sexes,,Persons in other non-senior families,,,46,71.8
2019,Food insecure,Manitoba,Both sexes,,Persons in other non-senior families,,,46,28.2
2019,"Food insecure, moderate or severe",Manitoba,Both sexes,,Persons in other non-senior families,,,46,17.8
2019,"Food insecure, moderate",Manitoba,Both sexes,,Persons in other non-senior families,,,46,14.4
2019,Food secure,Manitoba,Both sexes,,Persons not in an economic family,,,46,76.9
2019,Food insecure,Manitoba,Both sexes,,Persons not in an economic family,,,46,23.1
2019,"Food insecure, marginal",Manitoba,Both sexes,,Persons not in an economic family,,,46,5.4
2019,"Food insecure, moderate or severe",Manitoba,Both sexes,,Persons not in an economic family,,,46,17.7
2019,"Food insecure, moderate",Manitoba,Both sexes,,Persons not in an economic family,,,46,9.6
2019,"Food insecure, severe",Manitoba,Both sexes,,Persons not in an economic family,,,46,8.1
2019,Food secure,Manitoba,Both sexes,,Seniors not in an economic family,,,46,85.9
2019,Food insecure,Manitoba,Both sexes,,Seniors not in an economic family,,,46,14.1
2019,"Food insecure, marginal",Manitoba,Both sexes,,Seniors not in an economic family,,,46,2.2
2019,"Food insecure, moderate or severe",Manitoba,Both sexes,,Seniors not in an economic family,,,46,11.9
2019,"Food insecure, moderate",Manitoba,Both sexes,,Seniors not in an economic family,,,46,7.6
2019,"Food insecure, severe",Manitoba,Both sexes,,Seniors not in an economic family,,,46,4.2
2019,Food secure,Manitoba,Male,,Seniors not in an economic family,,,46,83.5
