Year,Industry,Geography,GeoCode,Value
2020,"Navigational, measuring, medical and control instruments manufacturing",Nova Scotia,12,0.17
2020,Electrical equipment manufacturing,Nova Scotia,12,0.02
2020,Transportation equipment manufacturing,Nova Scotia,12,1.0
2020,Aerospace product and parts manufacturing,Nova Scotia,12,0.36
2020,Ship and boat building,Nova Scotia,12,0.61
2020,Furniture and related product manufacturing,Nova Scotia,12,0.1
2020,Miscellaneous manufacturing,Nova Scotia,12,0.11
2020,Medical equipment and supplies manufacturing,Nova Scotia,12,0.05
2020,Other miscellaneous manufacturing,Nova Scotia,12,0.07
2020,Total manufacturing,New Brunswick,13,9.45
2020,Non-durable goods,New Brunswick,13,5.36
2020,Food manufacturing,New Brunswick,13,3.33
2020,Animal food manufacturing,New Brunswick,13,0.07
2020,Meat product manufacturing,New Brunswick,13,0.36
2020,Seafood product preparation and packaging,New Brunswick,13,1.32
2020,Bakeries and tortilla manufacturing,New Brunswick,13,0.18
2020,Other food manufacturing,New Brunswick,13,0.16
2020,Beverage and tobacco product manufacturing,New Brunswick,13,0.37
2020,Textile and fabric finishing and fabric coating,New Brunswick,13,0.0
2020,Textile product mills,New Brunswick,13,0.05
2020,Paper manufacturing,New Brunswick,13,0.88
2020,"Pulp, paper and paperboard mills",New Brunswick,13,0.55
2020,Converted paper product manufacturing,New Brunswick,13,0.34
2020,Printing and related support activities,New Brunswick,13,0.07
2020,Chemical manufacturing,New Brunswick,13,0.13
2020,"Pesticide, fertilizer and other agricultural chemical manufacturing",New Brunswick,13,0.1
2020,Plastics and rubber products manufacturing,New Brunswick,13,0.37
2020,Plastic product manufacturing,New Brunswick,13,0.35
2020,Rubber product manufacturing,New Brunswick,13,0.02
2020,Durable goods,New Brunswick,13,4.08
2020,Wood product manufacturing,New Brunswick,13,1.67
2020,Sawmills and wood preservation,New Brunswick,13,0.89
2020,"Veneer, plywood and engineered wood product manufacturing",New Brunswick,13,0.24
2020,Other wood product manufacturing,New Brunswick,13,0.54
2020,Non-metallic mineral product manufacturing,New Brunswick,13,0.29
2020,Cement and concrete product manufacturing,New Brunswick,13,0.1
2020,Other non-metallic mineral product manufacturing,New Brunswick,13,0.1
2020,Fabricated metal product manufacturing,New Brunswick,13,0.76
2020,Architectural and structural metals manufacturing,New Brunswick,13,0.47
2020,"Boiler, tank and shipping container manufacturing",New Brunswick,13,0.05
2020,"Machine shops, turned product, and screw, nut and bolt manufacturing",New Brunswick,13,0.16
2020,Other fabricated metal product manufacturing,New Brunswick,13,0.05
2020,Machinery manufacturing,New Brunswick,13,0.36
2020,Industrial machinery manufacturing,New Brunswick,13,0.04
2020,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",New Brunswick,13,0.1
2020,Other general-purpose machinery manufacturing,New Brunswick,13,0.09
2020,"Navigational, measuring, medical and control instruments manufacturing",New Brunswick,13,0.07
2020,Transportation equipment manufacturing,New Brunswick,13,0.21
2020,Motor vehicle body and trailer manufacturing,New Brunswick,13,0.09
2020,Motor vehicle parts manufacturing,New Brunswick,13,0.02
2020,Furniture and related product manufacturing,New Brunswick,13,0.22
2020,Household and institutional furniture and kitchen cabinet manufacturing,New Brunswick,13,0.2
2020,Miscellaneous manufacturing,New Brunswick,13,0.29
2020,Medical equipment and supplies manufacturing,New Brunswick,13,0.03
2020,Other miscellaneous manufacturing,New Brunswick,13,0.26
2020,Total manufacturing,Quebec,24,11.8
2020,Non-durable goods,Quebec,24,4.79
2020,Food manufacturing,Quebec,24,1.78
2020,Animal food manufacturing,Quebec,24,0.07
2020,Grain and oilseed milling,Quebec,24,0.04
2020,Sugar and confectionery product manufacturing,Quebec,24,0.09
2020,Fruit and vegetable preserving and specialty food manufacturing,Quebec,24,0.14
2020,Dairy product manufacturing,Quebec,24,0.26
2020,Meat product manufacturing,Quebec,24,0.49
2020,Seafood product preparation and packaging,Quebec,24,0.04
2020,Bakeries and tortilla manufacturing,Quebec,24,0.32
2020,Other food manufacturing,Quebec,24,0.32
2020,Beverage and tobacco product manufacturing,Quebec,24,0.25
2020,Textile mills,Quebec,24,0.07
2020,"Fibre, yarn and thread mills",Quebec,24,0.01
2020,Fabric mills,Quebec,24,0.05
2020,Textile and fabric finishing and fabric coating,Quebec,24,0.01
2020,Textile product mills,Quebec,24,0.09
2020,Textile furnishings mills,Quebec,24,0.04
2020,Other textile product mills,Quebec,24,0.05
2020,Apparel manufacturing,Quebec,24,0.23
2020,Apparel knitting mills,Quebec,24,0.01
2020,Cut and sew clothing manufacturing,Quebec,24,0.2
2020,Clothing accessories and other clothing manufacturing,Quebec,24,0.02
2020,Leather and allied product manufacturing,Quebec,24,0.03
2020,Leather and hide tanning and finishing,Quebec,24,0.0
2020,Footwear manufacturing,Quebec,24,0.02
2020,Other leather and allied product manufacturing,Quebec,24,0.01
2020,Paper manufacturing,Quebec,24,0.5
2020,"Pulp, paper and paperboard mills",Quebec,24,0.23
2020,Converted paper product manufacturing,Quebec,24,0.27
2020,Printing and related support activities,Quebec,24,0.29
2020,Petroleum and coal product manufacturing,Quebec,24,0.1
2020,Chemical manufacturing,Quebec,24,0.66
2020,Basic chemical manufacturing,Quebec,24,0.08
2020,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",Quebec,24,0.03
2020,"Pesticide, fertilizer and other agricultural chemical manufacturing",Quebec,24,0.02
2020,Pharmaceutical and medicine manufacturing,Quebec,24,0.25
2020,"Paint, coating and adhesive manufacturing",Quebec,24,0.06
2020,"Soap, cleaning compound and toilet preparation manufacturing",Quebec,24,0.12
2020,Other chemical product manufacturing,Quebec,24,0.09
2020,Plastics and rubber products manufacturing,Quebec,24,0.79
2020,Plastic product manufacturing,Quebec,24,0.64
2020,Rubber product manufacturing,Quebec,24,0.15
2020,Durable goods,Quebec,24,7.01
2020,Wood product manufacturing,Quebec,24,0.8
2020,Sawmills and wood preservation,Quebec,24,0.29
2020,"Veneer, plywood and engineered wood product manufacturing",Quebec,24,0.15
2020,Other wood product manufacturing,Quebec,24,0.36
2020,Non-metallic mineral product manufacturing,Quebec,24,0.39
2020,Clay product and refractory manufacturing,Quebec,24,0.01
2020,Glass and glass product manufacturing,Quebec,24,0.07
2020,Cement and concrete product manufacturing,Quebec,24,0.22
2020,Lime and gypsum product manufacturing,Quebec,24,0.02
2020,Other non-metallic mineral product manufacturing,Quebec,24,0.07
2020,Primary metal manufacturing,Quebec,24,0.48
2020,Alumina and aluminum production and processing,Quebec,24,0.17
2020,Non-ferrous metal (except aluminum) production and processing,Quebec,24,0.14
2020,Foundries,Quebec,24,0.1
2020,Fabricated metal product manufacturing,Quebec,24,1.21
2020,Forging and stamping,Quebec,24,0.06
2020,Cutlery and hand tool manufacturing,Quebec,24,0.02
2020,Architectural and structural metals manufacturing,Quebec,24,0.48
2020,"Boiler, tank and shipping container manufacturing",Quebec,24,0.07
2020,Hardware manufacturing,Quebec,24,0.03
2020,Spring and wire product manufacturing,Quebec,24,0.03
2020,"Machine shops, turned product, and screw, nut and bolt manufacturing",Quebec,24,0.25
2020,"Coating, engraving, cold and heat treating and allied activities",Quebec,24,0.07
2020,Other fabricated metal product manufacturing,Quebec,24,0.2
2020,Machinery manufacturing,Quebec,24,0.95
2020,"Agricultural, construction and mining machinery manufacturing",Quebec,24,0.13
2020,Industrial machinery manufacturing,Quebec,24,0.17
2020,Commercial and service industry machinery manufacturing,Quebec,24,0.19
2020,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",Quebec,24,0.16
2020,Metalworking machinery manufacturing,Quebec,24,0.05
2020,"Engine, turbine and power transmission equipment manufacturing",Quebec,24,0.06
2020,Other general-purpose machinery manufacturing,Quebec,24,0.18
2020,Computer and electronic product manufacturing,Quebec,24,0.43
2020,Computer and peripheral equipment manufacturing,Quebec,24,0.01
2020,Communications equipment manufacturing,Quebec,24,0.07
2020,Audio and video equipment manufacturing,Quebec,24,0.01
2020,Semiconductor and other electronic component manufacturing,Quebec,24,0.15
2020,"Navigational, measuring, medical and control instruments manufacturing",Quebec,24,0.19
2020,Manufacturing and reproducing magnetic and optical media,Quebec,24,0.0
2020,"Electrical equipment, appliance and component manufacturing",Quebec,24,0.33
2020,Electric lighting equipment manufacturing,Quebec,24,0.08
2020,Household appliance manufacturing,Quebec,24,0.01
2020,Electrical equipment manufacturing,Quebec,24,0.11
2020,Other electrical equipment and component manufacturing,Quebec,24,0.11
2020,Transportation equipment manufacturing,Quebec,24,1.42
2020,Motor vehicle body and trailer manufacturing,Quebec,24,0.13
2020,Motor vehicle parts manufacturing,Quebec,24,0.12
2020,Aerospace product and parts manufacturing,Quebec,24,0.82
2020,Ship and boat building,Quebec,24,0.04
2020,Other transportation equipment manufacturing,Quebec,24,0.12
2020,Furniture and related product manufacturing,Quebec,24,0.57
2020,Household and institutional furniture and kitchen cabinet manufacturing,Quebec,24,0.4
2020,Office furniture (including fixtures) manufacturing,Quebec,24,0.14
2020,Other furniture-related product manufacturing,Quebec,24,0.04
2020,Miscellaneous manufacturing,Quebec,24,0.43
2020,Medical equipment and supplies manufacturing,Quebec,24,0.14
2020,Other miscellaneous manufacturing,Quebec,24,0.29
2020,Total manufacturing,Ontario,35,10.46
2020,Non-durable goods,Ontario,35,4.03
2020,Food manufacturing,Ontario,35,1.39
2020,Animal food manufacturing,Ontario,35,0.07
2020,Grain and oilseed milling,Ontario,35,0.05
2020,Sugar and confectionery product manufacturing,Ontario,35,0.07
2020,Fruit and vegetable preserving and specialty food manufacturing,Ontario,35,0.1
2020,Dairy product manufacturing,Ontario,35,0.16
2020,Meat product manufacturing,Ontario,35,0.35
2020,Seafood product preparation and packaging,Ontario,35,0.01
2020,Bakeries and tortilla manufacturing,Ontario,35,0.38
2020,Other food manufacturing,Ontario,35,0.22
2020,Beverage and tobacco product manufacturing,Ontario,35,0.33
2020,Beverage manufacturing,Ontario,35,0.28
2020,Textile mills,Ontario,35,0.04
2020,"Fibre, yarn and thread mills",Ontario,35,0.0
2020,Fabric mills,Ontario,35,0.03
2020,Textile and fabric finishing and fabric coating,Ontario,35,0.01
2020,Textile product mills,Ontario,35,0.05
2020,Textile furnishings mills,Ontario,35,0.01
2020,Other textile product mills,Ontario,35,0.03
2020,Apparel manufacturing,Ontario,35,0.07
2020,Cut and sew clothing manufacturing,Ontario,35,0.05
2020,Leather and allied product manufacturing,Ontario,35,0.01
2020,Leather and hide tanning and finishing,Ontario,35,0.0
2020,Footwear manufacturing,Ontario,35,0.0
2020,Other leather and allied product manufacturing,Ontario,35,0.01
2020,Paper manufacturing,Ontario,35,0.26
2020,"Pulp, paper and paperboard mills",Ontario,35,0.05
2020,Converted paper product manufacturing,Ontario,35,0.2
2020,Printing and related support activities,Ontario,35,0.33
2020,Petroleum and coal product manufacturing,Ontario,35,0.09
2020,Chemical manufacturing,Ontario,35,0.71
2020,Basic chemical manufacturing,Ontario,35,0.09
2020,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",Ontario,35,0.06
2020,"Pesticide, fertilizer and other agricultural chemical manufacturing",Ontario,35,0.03
2020,Pharmaceutical and medicine manufacturing,Ontario,35,0.26
2020,"Paint, coating and adhesive manufacturing",Ontario,35,0.05
2020,"Soap, cleaning compound and toilet preparation manufacturing",Ontario,35,0.14
2020,Other chemical product manufacturing,Ontario,35,0.07
2020,Plastics and rubber products manufacturing,Ontario,35,0.75
2020,Plastic product manufacturing,Ontario,35,0.67
2020,Rubber product manufacturing,Ontario,35,0.08
2020,Durable goods,Ontario,35,6.43
2020,Wood product manufacturing,Ontario,35,0.27
2020,Sawmills and wood preservation,Ontario,35,0.05
2020,"Veneer, plywood and engineered wood product manufacturing",Ontario,35,0.07
2020,Other wood product manufacturing,Ontario,35,0.15
2020,Non-metallic mineral product manufacturing,Ontario,35,0.33
2020,Clay product and refractory manufacturing,Ontario,35,0.02
2020,Glass and glass product manufacturing,Ontario,35,0.04
2020,Cement and concrete product manufacturing,Ontario,35,0.19
2020,Lime and gypsum product manufacturing,Ontario,35,0.01
2020,Other non-metallic mineral product manufacturing,Ontario,35,0.07
2020,Primary metal manufacturing,Ontario,35,0.44
2020,Iron and steel mills and ferro-alloy manufacturing,Ontario,35,0.19
2020,Steel product manufacturing from purchased steel,Ontario,35,0.07
2020,Alumina and aluminum production and processing,Ontario,35,0.04
2020,Non-ferrous metal (except aluminum) production and processing,Ontario,35,0.08
2020,Foundries,Ontario,35,0.06
2020,Fabricated metal product manufacturing,Ontario,35,1.07
2020,Forging and stamping,Ontario,35,0.04
2020,Cutlery and hand tool manufacturing,Ontario,35,0.03
2020,Architectural and structural metals manufacturing,Ontario,35,0.36
2020,"Boiler, tank and shipping container manufacturing",Ontario,35,0.07
2020,Hardware manufacturing,Ontario,35,0.06
2020,Spring and wire product manufacturing,Ontario,35,0.03
2020,"Machine shops, turned product, and screw, nut and bolt manufacturing",Ontario,35,0.22
2020,"Coating, engraving, cold and heat treating and allied activities",Ontario,35,0.09
2020,Other fabricated metal product manufacturing,Ontario,35,0.16
2020,Machinery manufacturing,Ontario,35,0.97
2020,"Agricultural, construction and mining machinery manufacturing",Ontario,35,0.14
2020,Industrial machinery manufacturing,Ontario,35,0.12
2020,Commercial and service industry machinery manufacturing,Ontario,35,0.1
2020,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",Ontario,35,0.1
2020,Metalworking machinery manufacturing,Ontario,35,0.24
2020,"Engine, turbine and power transmission equipment manufacturing",Ontario,35,0.03
2020,Other general-purpose machinery manufacturing,Ontario,35,0.26
2020,Computer and electronic product manufacturing,Ontario,35,0.44
2020,Computer and peripheral equipment manufacturing,Ontario,35,0.03
2020,Communications equipment manufacturing,Ontario,35,0.1
2020,Audio and video equipment manufacturing,Ontario,35,0.01
2020,Semiconductor and other electronic component manufacturing,Ontario,35,0.13
2020,"Navigational, measuring, medical and control instruments manufacturing",Ontario,35,0.16
2020,Manufacturing and reproducing magnetic and optical media,Ontario,35,0.01
2020,"Electrical equipment, appliance and component manufacturing",Ontario,35,0.27
2020,Electric lighting equipment manufacturing,Ontario,35,0.03
2020,Household appliance manufacturing,Ontario,35,0.02
2020,Electrical equipment manufacturing,Ontario,35,0.12
2020,Other electrical equipment and component manufacturing,Ontario,35,0.1
2020,Transportation equipment manufacturing,Ontario,35,1.84
2020,Motor vehicle manufacturing,Ontario,35,0.5
2020,Motor vehicle body and trailer manufacturing,Ontario,35,0.06
2020,Motor vehicle parts manufacturing,Ontario,35,0.99
2020,Aerospace product and parts manufacturing,Ontario,35,0.17
2020,Railroad rolling stock manufacturing,Ontario,35,0.05
2020,Ship and boat building,Ontario,35,0.01
2020,Other transportation equipment manufacturing,Ontario,35,0.05
2020,Furniture and related product manufacturing,Ontario,35,0.4
2020,Household and institutional furniture and kitchen cabinet manufacturing,Ontario,35,0.19
2020,Office furniture (including fixtures) manufacturing,Ontario,35,0.19
2020,Other furniture-related product manufacturing,Ontario,35,0.03
2020,Miscellaneous manufacturing,Ontario,35,0.39
2020,Medical equipment and supplies manufacturing,Ontario,35,0.15
2020,Other miscellaneous manufacturing,Ontario,35,0.24
2020,Total manufacturing,Manitoba,46,9.42
2020,Non-durable goods,Manitoba,46,4.22
2020,Food manufacturing,Manitoba,46,1.86
2020,Animal food manufacturing,Manitoba,46,0.07
2020,Fruit and vegetable preserving and specialty food manufacturing,Manitoba,46,0.12
2020,Dairy product manufacturing,Manitoba,46,0.11
2020,Meat product manufacturing,Manitoba,46,0.94
2020,Bakeries and tortilla manufacturing,Manitoba,46,0.23
2020,Other food manufacturing,Manitoba,46,0.2
2020,Beverage and tobacco product manufacturing,Manitoba,46,0.19
2020,Textile mills,Manitoba,46,0.02
2020,Textile product mills,Manitoba,46,0.03
2020,Apparel manufacturing,Manitoba,46,0.27
2020,Cut and sew clothing manufacturing,Manitoba,46,0.25
2020,Leather and allied product manufacturing,Manitoba,46,0.01
2020,Paper manufacturing,Manitoba,46,0.23
2020,Printing and related support activities,Manitoba,46,0.49
2020,Petroleum and coal product manufacturing,Manitoba,46,0.02
2020,Chemical manufacturing,Manitoba,46,0.56
2020,Basic chemical manufacturing,Manitoba,46,0.07
2020,"Pesticide, fertilizer and other agricultural chemical manufacturing",Manitoba,46,0.09
2020,Pharmaceutical and medicine manufacturing,Manitoba,46,0.3
2020,"Paint, coating and adhesive manufacturing",Manitoba,46,0.06
2020,Other chemical product manufacturing,Manitoba,46,0.02
2020,Plastics and rubber products manufacturing,Manitoba,46,0.53
2020,Plastic product manufacturing,Manitoba,46,0.48
2020,Rubber product manufacturing,Manitoba,46,0.04
2020,Durable goods,Manitoba,46,5.21
2020,Wood product manufacturing,Manitoba,46,0.32
2020,Sawmills and wood preservation,Manitoba,46,0.06
2020,"Veneer, plywood and engineered wood product manufacturing",Manitoba,46,0.06
2020,Other wood product manufacturing,Manitoba,46,0.2
2020,Non-metallic mineral product manufacturing,Manitoba,46,0.26
2020,Cement and concrete product manufacturing,Manitoba,46,0.18
2020,Lime and gypsum product manufacturing,Manitoba,46,0.02
2020,Other non-metallic mineral product manufacturing,Manitoba,46,0.05
2020,Primary metal manufacturing,Manitoba,46,0.46
2020,Fabricated metal product manufacturing,Manitoba,46,0.74
2020,Architectural and structural metals manufacturing,Manitoba,46,0.28
2020,"Boiler, tank and shipping container manufacturing",Manitoba,46,0.13
2020,"Machine shops, turned product, and screw, nut and bolt manufacturing",Manitoba,46,0.15
2020,"Coating, engraving, cold and heat treating and allied activities",Manitoba,46,0.07
2020,Other fabricated metal product manufacturing,Manitoba,46,0.09
2020,Machinery manufacturing,Manitoba,46,0.86
2020,"Agricultural, construction and mining machinery manufacturing",Manitoba,46,0.55
2020,Industrial machinery manufacturing,Manitoba,46,0.05
2020,Commercial and service industry machinery manufacturing,Manitoba,46,0.03
2020,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",Manitoba,46,0.07
2020,Other general-purpose machinery manufacturing,Manitoba,46,0.12
2020,Computer and electronic product manufacturing,Manitoba,46,0.08
2020,Semiconductor and other electronic component manufacturing,Manitoba,46,0.04
2020,"Electrical equipment, appliance and component manufacturing",Manitoba,46,0.12
2020,Transportation equipment manufacturing,Manitoba,46,1.4
2020,Motor vehicle body and trailer manufacturing,Manitoba,46,0.34
2020,Motor vehicle parts manufacturing,Manitoba,46,0.12
2020,Aerospace product and parts manufacturing,Manitoba,46,0.64
2020,Furniture and related product manufacturing,Manitoba,46,0.71
2020,Household and institutional furniture and kitchen cabinet manufacturing,Manitoba,46,0.66
2020,Miscellaneous manufacturing,Manitoba,46,0.25
2020,Medical equipment and supplies manufacturing,Manitoba,46,0.1
2020,Other miscellaneous manufacturing,Manitoba,46,0.16
2020,Total manufacturing,Saskatchewan,47,5.24
2020,Non-durable goods,Saskatchewan,47,2.3
2020,Food manufacturing,Saskatchewan,47,1.1
2020,Animal food manufacturing,Saskatchewan,47,0.11
2020,Grain and oilseed milling,Saskatchewan,47,0.29
2020,Meat product manufacturing,Saskatchewan,47,0.47
2020,Other food manufacturing,Saskatchewan,47,0.09
2020,Beverage and tobacco product manufacturing,Saskatchewan,47,0.22
2020,Textile mills,Saskatchewan,47,0.0
2020,Textile product mills,Saskatchewan,47,0.06
2020,Printing and related support activities,Saskatchewan,47,0.09
2020,Chemical manufacturing,Saskatchewan,47,0.33
2020,Basic chemical manufacturing,Saskatchewan,47,0.08
2020,"Pesticide, fertilizer and other agricultural chemical manufacturing",Saskatchewan,47,0.13
2020,"Soap, cleaning compound and toilet preparation manufacturing",Saskatchewan,47,0.01
2020,Plastics and rubber products manufacturing,Saskatchewan,47,0.12
2020,Plastic product manufacturing,Saskatchewan,47,0.08
2020,Rubber product manufacturing,Saskatchewan,47,0.04
2020,Durable goods,Saskatchewan,47,2.94
2020,Wood product manufacturing,Saskatchewan,47,0.31
2020,Sawmills and wood preservation,Saskatchewan,47,0.09
2020,"Veneer, plywood and engineered wood product manufacturing",Saskatchewan,47,0.17
2020,Other wood product manufacturing,Saskatchewan,47,0.05
2020,Non-metallic mineral product manufacturing,Saskatchewan,47,0.2
2020,Cement and concrete product manufacturing,Saskatchewan,47,0.15
2020,Other non-metallic mineral product manufacturing,Saskatchewan,47,0.03
2020,Fabricated metal product manufacturing,Saskatchewan,47,0.64
2020,Architectural and structural metals manufacturing,Saskatchewan,47,0.25
2020,"Boiler, tank and shipping container manufacturing",Saskatchewan,47,0.12
2020,"Machine shops, turned product, and screw, nut and bolt manufacturing",Saskatchewan,47,0.16
2020,"Coating, engraving, cold and heat treating and allied activities",Saskatchewan,47,0.06
2020,Other fabricated metal product manufacturing,Saskatchewan,47,0.04
2020,Machinery manufacturing,Saskatchewan,47,1.02
2020,"Agricultural, construction and mining machinery manufacturing",Saskatchewan,47,0.86
2020,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",Saskatchewan,47,0.02
2020,Metalworking machinery manufacturing,Saskatchewan,47,0.03
2020,Other general-purpose machinery manufacturing,Saskatchewan,47,0.09
2020,Transportation equipment manufacturing,Saskatchewan,47,0.22
2020,Motor vehicle body and trailer manufacturing,Saskatchewan,47,0.21
2020,Furniture and related product manufacturing,Saskatchewan,47,0.11
2020,Household and institutional furniture and kitchen cabinet manufacturing,Saskatchewan,47,0.09
2020,Office furniture (including fixtures) manufacturing,Saskatchewan,47,0.02
2020,Other furniture-related product manufacturing,Saskatchewan,47,0.0
2020,Miscellaneous manufacturing,Saskatchewan,47,0.11
2020,Medical equipment and supplies manufacturing,Saskatchewan,47,0.04
2020,Other miscellaneous manufacturing,Saskatchewan,47,0.07
2020,Total manufacturing,Alberta,48,6.18
2020,Non-durable goods,Alberta,48,2.78
2020,Food manufacturing,Alberta,48,1.21
2020,Animal food manufacturing,Alberta,48,0.05
2020,Grain and oilseed milling,Alberta,48,0.06
2020,Fruit and vegetable preserving and specialty food manufacturing,Alberta,48,0.08
2020,Dairy product manufacturing,Alberta,48,0.06
2020,Meat product manufacturing,Alberta,48,0.63
2020,Bakeries and tortilla manufacturing,Alberta,48,0.16
2020,Other food manufacturing,Alberta,48,0.15
2020,Beverage and tobacco product manufacturing,Alberta,48,0.2
2020,Textile mills,Alberta,48,0.01
2020,"Fibre, yarn and thread mills",Alberta,48,0.0
2020,Textile product mills,Alberta,48,0.02
2020,Apparel manufacturing,Alberta,48,0.01
2020,Cut and sew clothing manufacturing,Alberta,48,0.01
2020,Leather and allied product manufacturing,Alberta,48,0.0
2020,Paper manufacturing,Alberta,48,0.13
2020,"Pulp, paper and paperboard mills",Alberta,48,0.1
2020,Converted paper product manufacturing,Alberta,48,0.03
2020,Printing and related support activities,Alberta,48,0.19
2020,Petroleum and coal product manufacturing,Alberta,48,0.17
2020,Chemical manufacturing,Alberta,48,0.55
2020,Basic chemical manufacturing,Alberta,48,0.17
2020,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",Alberta,48,0.09
2020,"Pesticide, fertilizer and other agricultural chemical manufacturing",Alberta,48,0.14
2020,Pharmaceutical and medicine manufacturing,Alberta,48,0.03
2020,"Paint, coating and adhesive manufacturing",Alberta,48,0.02
2020,"Soap, cleaning compound and toilet preparation manufacturing",Alberta,48,0.02
2020,Other chemical product manufacturing,Alberta,48,0.08
2020,Plastics and rubber products manufacturing,Alberta,48,0.3
2020,Durable goods,Alberta,48,3.39
2020,Wood product manufacturing,Alberta,48,0.48
2020,Sawmills and wood preservation,Alberta,48,0.17
2020,"Veneer, plywood and engineered wood product manufacturing",Alberta,48,0.13
2020,Other wood product manufacturing,Alberta,48,0.18
2020,Non-metallic mineral product manufacturing,Alberta,48,0.32
2020,Glass and glass product manufacturing,Alberta,48,0.02
2020,Cement and concrete product manufacturing,Alberta,48,0.21
2020,Other non-metallic mineral product manufacturing,Alberta,48,0.07
2020,Primary metal manufacturing,Alberta,48,0.14
2020,Steel product manufacturing from purchased steel,Alberta,48,0.05
2020,Fabricated metal product manufacturing,Alberta,48,0.94
2020,Architectural and structural metals manufacturing,Alberta,48,0.42
2020,"Boiler, tank and shipping container manufacturing",Alberta,48,0.12
2020,Spring and wire product manufacturing,Alberta,48,0.03
2020,"Machine shops, turned product, and screw, nut and bolt manufacturing",Alberta,48,0.18
2020,"Coating, engraving, cold and heat treating and allied activities",Alberta,48,0.06
2020,Other fabricated metal product manufacturing,Alberta,48,0.12
2020,Machinery manufacturing,Alberta,48,0.79
2020,"Agricultural, construction and mining machinery manufacturing",Alberta,48,0.34
2020,Industrial machinery manufacturing,Alberta,48,0.04
2020,Commercial and service industry machinery manufacturing,Alberta,48,0.02
2020,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",Alberta,48,0.15
2020,Metalworking machinery manufacturing,Alberta,48,0.03
2020,"Engine, turbine and power transmission equipment manufacturing",Alberta,48,0.02
2020,Other general-purpose machinery manufacturing,Alberta,48,0.19
2020,Computer and electronic product manufacturing,Alberta,48,0.17
2020,Semiconductor and other electronic component manufacturing,Alberta,48,0.04
2020,"Navigational, measuring, medical and control instruments manufacturing",Alberta,48,0.1
2020,"Electrical equipment, appliance and component manufacturing",Alberta,48,0.09
2020,Electrical equipment manufacturing,Alberta,48,0.05
2020,Transportation equipment manufacturing,Alberta,48,0.11
2020,Motor vehicle body and trailer manufacturing,Alberta,48,0.06
2020,Motor vehicle parts manufacturing,Alberta,48,0.01
2020,Aerospace product and parts manufacturing,Alberta,48,0.03
2020,Other transportation equipment manufacturing,Alberta,48,0.01
2020,Furniture and related product manufacturing,Alberta,48,0.16
2020,Household and institutional furniture and kitchen cabinet manufacturing,Alberta,48,0.09
2020,Office furniture (including fixtures) manufacturing,Alberta,48,0.04
2020,Other furniture-related product manufacturing,Alberta,48,0.02
2020,Miscellaneous manufacturing,Alberta,48,0.21
2020,Medical equipment and supplies manufacturing,Alberta,48,0.06
2020,Other miscellaneous manufacturing,Alberta,48,0.14
2020,Total manufacturing,British Columbia,59,6.69
2020,Non-durable goods,British Columbia,59,2.84
2020,Food manufacturing,British Columbia,59,1.22
2020,Animal food manufacturing,British Columbia,59,0.05
2020,Grain and oilseed milling,British Columbia,59,0.02
2020,Sugar and confectionery product manufacturing,British Columbia,59,0.05
2020,Fruit and vegetable preserving and specialty food manufacturing,British Columbia,59,0.08
2020,Dairy product manufacturing,British Columbia,59,0.1
2020,Meat product manufacturing,British Columbia,59,0.24
2020,Seafood product preparation and packaging,British Columbia,59,0.14
2020,Bakeries and tortilla manufacturing,British Columbia,59,0.28
2020,Other food manufacturing,British Columbia,59,0.25
2020,Beverage and tobacco product manufacturing,British Columbia,59,0.43
2020,Textile mills,British Columbia,59,0.0
2020,Textile product mills,British Columbia,59,0.04
2020,Apparel manufacturing,British Columbia,59,0.05
2020,Cut and sew clothing manufacturing,British Columbia,59,0.04
2020,Leather and allied product manufacturing,British Columbia,59,0.0
2020,Footwear manufacturing,British Columbia,59,0.0
2020,Paper manufacturing,British Columbia,59,0.31
2020,"Pulp, paper and paperboard mills",British Columbia,59,0.25
2020,Converted paper product manufacturing,British Columbia,59,0.05
2020,Printing and related support activities,British Columbia,59,0.17
2020,Petroleum and coal product manufacturing,British Columbia,59,0.04
2020,Chemical manufacturing,British Columbia,59,0.33
2020,Basic chemical manufacturing,British Columbia,59,0.03
2020,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",British Columbia,59,0.0
2020,"Pesticide, fertilizer and other agricultural chemical manufacturing",British Columbia,59,0.02
2020,Pharmaceutical and medicine manufacturing,British Columbia,59,0.16
2020,"Paint, coating and adhesive manufacturing",British Columbia,59,0.03
2020,"Soap, cleaning compound and toilet preparation manufacturing",British Columbia,59,0.08
2020,Other chemical product manufacturing,British Columbia,59,0.03
2020,Plastics and rubber products manufacturing,British Columbia,59,0.25
2020,Plastic product manufacturing,British Columbia,59,0.22
